年,月,地域区分,データ区分,都道府県コード,都道府県名,地域コード,地域名称,人数
2024,4,市区町村,観光来訪者数,1,北海道,1101,札幌市中央区,378808
2024,4,市区町村,観光来訪者数,1,北海道,1102,札幌市北区,22177
2024,4,市区町村,観光来訪者数,1,北海道,1103,札幌市東区,46862
2024,4,市区町村,観光来訪者数,1,北海道,1104,札幌市白石区,3466
2024,4,市区町村,観光来訪者数,1,北海道,1105,札幌市豊平区,85593
2024,4,市区町村,観光来訪者数,1,北海道,1106,札幌市南区,60521
2024,4,市区町村,観光来訪者数,1,北海道,1107,札幌市西区,37527
2024,4,市区町村,観光来訪者数,1,北海道,1108,札幌市厚別区,17571
2024,4,市区町村,観光来訪者数,1,北海道,1109,札幌市手稲区,10612
2024,4,市区町村,観光来訪者数,1,北海道,1110,札幌市清田区,2644
2024,4,市区町村,観光来訪者数,1,北海道,1202,函館市,199355
2024,4,市区町村,観光来訪者数,1,北海道,1203,小樽市,74844
2024,4,市区町村,観光来訪者数,1,北海道,1204,旭川市,122486
2024,4,市区町村,観光来訪者数,1,北海道,1205,室蘭市,20330
2024,4,市区町村,観光来訪者数,1,北海道,1206,釧路市,54513
2024,4,市区町村,観光来訪者数,1,北海道,1207,帯広市,48842
2024,4,市区町村,観光来訪者数,1,北海道,1208,北見市,19593
2024,4,市区町村,観光来訪者数,1,北海道,1209,夕張市,8186
2024,4,市区町村,観光来訪者数,1,北海道,1210,岩見沢市,18183
2024,4,市区町村,観光来訪者数,1,北海道,1211,網走市,43027
2024,4,市区町村,観光来訪者数,1,北海道,1212,留萌市,20342
2024,4,市区町村,観光来訪者数,1,北海道,1213,苫小牧市,75401
2024,4,市区町村,観光来訪者数,1,北海道,1214,稚内市,22188
2024,4,市区町村,観光来訪者数,1,北海道,1215,美唄市,6977
2024,4,市区町村,観光来訪者数,1,北海道,1216,芦別市,20470
2024,4,市区町村,観光来訪者数,1,北海道,1217,江別市,17701
2024,4,市区町村,観光来訪者数,1,北海道,1218,赤平市,2143
2024,4,市区町村,観光来訪者数,1,北海道,1219,紋別市,19449
2024,4,市区町村,観光来訪者数,1,北海道,1220,士別市,1296
2024,4,市区町村,観光来訪者数,1,北海道,1221,名寄市,26772
2024,4,市区町村,観光来訪者数,1,北海道,1222,三笠市,49530
2024,4,市区町村,観光来訪者数,1,北海道,1223,根室市,6003
2024,4,市区町村,観光来訪者数,1,北海道,1224,千歳市,78005
2024,4,市区町村,観光来訪者数,1,北海道,1225,滝川市,10230
2024,4,市区町村,観光来訪者数,1,北海道,1226,砂川市,2425
2024,4,市区町村,観光来訪者数,1,北海道,1227,歌志内市,7826
2024,4,市区町村,観光来訪者数,1,北海道,1228,深川市,40743
2024,4,市区町村,観光来訪者数,1,北海道,1229,富良野市,18788
2024,4,市区町村,観光来訪者数,1,北海道,1230,登別市,11605
2024,4,市区町村,観光来訪者数,1,北海道,1231,恵庭市,22436
2024,4,市区町村,観光来訪者数,1,北海道,1233,伊達市,45993
2024,4,市区町村,観光来訪者数,1,北海道,1234,北広島市,473026
2024,4,市区町村,観光来訪者数,1,北海道,1235,石狩市,57705
2024,4,市区町村,観光来訪者数,1,北海道,1236,北斗市,7027
2024,4,市区町村,観光来訪者数,1,北海道,1303,当別町,33771
2024,4,市区町村,観光来訪者数,1,北海道,1304,新篠津村,21466
2024,4,市区町村,観光来訪者数,1,北海道,1331,松前町,43403
2024,4,市区町村,観光来訪者数,1,北海道,1332,福島町,4632
2024,4,市区町村,観光来訪者数,1,北海道,1333,知内町,5954
2024,4,市区町村,観光来訪者数,1,北海道,1334,木古内町,20657
2024,4,市区町村,観光来訪者数,1,北海道,1337,七飯町,46802
2024,4,市区町村,観光来訪者数,1,北海道,1343,鹿部町,4294
2024,4,市区町村,観光来訪者数,1,北海道,1345,森町,29868
2024,4,市区町村,観光来訪者数,1,北海道,1346,八雲町,4581
2024,4,市区町村,観光来訪者数,1,北海道,1347,長万部町,89
2024,4,市区町村,観光来訪者数,1,北海道,1361,江差町,5304
2024,4,市区町村,観光来訪者数,1,北海道,1362,上ノ国町,10322
2024,4,市区町村,観光来訪者数,1,北海道,1363,厚沢部町,8085
