年,月,地域区分,データ区分,地域コード,地域名称,人数
2024,2,都道府県,観光来訪者数,1,北海道,2999679
2024,2,都道府県,観光来訪者数,2,青森県,674707
2024,2,都道府県,観光来訪者数,3,岩手県,709392
2024,2,都道府県,観光来訪者数,4,宮城県,1332678
2024,2,都道府県,観光来訪者数,5,秋田県,563652
2024,2,都道府県,観光来訪者数,6,山形県,699383
2024,2,都道府県,観光来訪者数,7,福島県,1408194
2024,2,都道府県,観光来訪者数,8,茨城県,1770219
2024,2,都道府県,観光来訪者数,9,栃木県,2115740
2024,2,都道府県,観光来訪者数,10,群馬県,1563486
2024,2,都道府県,観光来訪者数,11,埼玉県,2024442
2024,2,都道府県,観光来訪者数,12,千葉県,3860821
2024,2,都道府県,観光来訪者数,13,東京都,11972869
2024,2,都道府県,観光来訪者数,14,神奈川県,3602413
2024,2,都道府県,観光来訪者数,15,新潟県,1846321
2024,2,都道府県,観光来訪者数,16,富山県,477550
2024,2,都道府県,観光来訪者数,17,石川県,730800
2024,2,都道府県,観光来訪者数,18,福井県,471637
2024,2,都道府県,観光来訪者数,19,山梨県,759918
2024,2,都道府県,観光来訪者数,20,長野県,2823598
2024,2,都道府県,観光来訪者数,21,岐阜県,1700892
2024,2,都道府県,観光来訪者数,22,静岡県,3858093
2024,2,都道府県,観光来訪者数,23,愛知県,3252027
2024,2,都道府県,観光来訪者数,24,三重県,1603002
2024,2,都道府県,観光来訪者数,25,滋賀県,986914
2024,2,都道府県,観光来訪者数,26,京都府,2400782
2024,2,都道府県,観光来訪者数,27,大阪府,4311272
2024,2,都道府県,観光来訪者数,28,兵庫県,3677039
2024,2,都道府県,観光来訪者数,29,奈良県,881894
2024,2,都道府県,観光来訪者数,30,和歌山県,611777
2024,2,都道府県,観光来訪者数,31,鳥取県,324664
2024,2,都道府県,観光来訪者数,32,島根県,581707
2024,2,都道府県,観光来訪者数,33,岡山県,1232641
2024,2,都道府県,観光来訪者数,34,広島県,1564032
2024,2,都道府県,観光来訪者数,35,山口県,832804
2024,2,都道府県,観光来訪者数,36,徳島県,483948
2024,2,都道府県,観光来訪者数,37,香川県,589501
2024,2,都道府県,観光来訪者数,38,愛媛県,782932
2024,2,都道府県,観光来訪者数,39,高知県,473578
2024,2,都道府県,観光来訪者数,40,福岡県,2597155
2024,2,都道府県,観光来訪者数,41,佐賀県,697583
2024,2,都道府県,観光来訪者数,42,長崎県,809289
2024,2,都道府県,観光来訪者数,43,熊本県,1353373
2024,2,都道府県,観光来訪者数,44,大分県,1070424
2024,2,都道府県,観光来訪者数,45,宮崎県,1106574
2024,2,都道府県,観光来訪者数,46,鹿児島県,920509
2024,2,都道府県,観光来訪者数,47,沖縄県,1486939
