年,月,地域区分,データ区分,都道府県コード,都道府県名,地域コード,地域名称,人数
2025,10,市区町村,観光来訪者数,1,北海道,1101,札幌市中央区,539179
2025,10,市区町村,観光来訪者数,1,北海道,1102,札幌市北区,36090
2025,10,市区町村,観光来訪者数,1,北海道,1103,札幌市東区,73187
2025,10,市区町村,観光来訪者数,1,北海道,1104,札幌市白石区,28089
2025,10,市区町村,観光来訪者数,1,北海道,1105,札幌市豊平区,64208
2025,10,市区町村,観光来訪者数,1,北海道,1106,札幌市南区,127994
2025,10,市区町村,観光来訪者数,1,北海道,1107,札幌市西区,64964
2025,10,市区町村,観光来訪者数,1,北海道,1108,札幌市厚別区,18084
2025,10,市区町村,観光来訪者数,1,北海道,1109,札幌市手稲区,11448
2025,10,市区町村,観光来訪者数,1,北海道,1110,札幌市清田区,4495
2025,10,市区町村,観光来訪者数,1,北海道,1202,函館市,198118
2025,10,市区町村,観光来訪者数,1,北海道,1203,小樽市,102896
2025,10,市区町村,観光来訪者数,1,北海道,1204,旭川市,248518
2025,10,市区町村,観光来訪者数,1,北海道,1205,室蘭市,31916
2025,10,市区町村,観光来訪者数,1,北海道,1206,釧路市,95118
2025,10,市区町村,観光来訪者数,1,北海道,1207,帯広市,90666
2025,10,市区町村,観光来訪者数,1,北海道,1208,北見市,62408
2025,10,市区町村,観光来訪者数,1,北海道,1209,夕張市,15462
2025,10,市区町村,観光来訪者数,1,北海道,1210,岩見沢市,29732
2025,10,市区町村,観光来訪者数,1,北海道,1211,網走市,83693
2025,10,市区町村,観光来訪者数,1,北海道,1212,留萌市,26849
2025,10,市区町村,観光来訪者数,1,北海道,1213,苫小牧市,123091
2025,10,市区町村,観光来訪者数,1,北海道,1214,稚内市,30888
2025,10,市区町村,観光来訪者数,1,北海道,1215,美唄市,5263
2025,10,市区町村,観光来訪者数,1,北海道,1216,芦別市,35884
2025,10,市区町村,観光来訪者数,1,北海道,1217,江別市,19447
2025,10,市区町村,観光来訪者数,1,北海道,1218,赤平市,1355
2025,10,市区町村,観光来訪者数,1,北海道,1219,紋別市,25546
2025,10,市区町村,観光来訪者数,1,北海道,1220,士別市,1890
2025,10,市区町村,観光来訪者数,1,北海道,1221,名寄市,33975
2025,10,市区町村,観光来訪者数,1,北海道,1222,三笠市,61729
2025,10,市区町村,観光来訪者数,1,北海道,1223,根室市,24395
2025,10,市区町村,観光来訪者数,1,北海道,1224,千歳市,142931
2025,10,市区町村,観光来訪者数,1,北海道,1225,滝川市,16194
2025,10,市区町村,観光来訪者数,1,北海道,1226,砂川市,2615
2025,10,市区町村,観光来訪者数,1,北海道,1227,歌志内市,7780
2025,10,市区町村,観光来訪者数,1,北海道,1228,深川市,70233
2025,10,市区町村,観光来訪者数,1,北海道,1229,富良野市,38717
2025,10,市区町村,観光来訪者数,1,北海道,1230,登別市,22456
2025,10,市区町村,観光来訪者数,1,北海道,1231,恵庭市,32644
2025,10,市区町村,観光来訪者数,1,北海道,1233,伊達市,56861
2025,10,市区町村,観光来訪者数,1,北海道,1234,北広島市,298716
2025,10,市区町村,観光来訪者数,1,北海道,1235,石狩市,56935
2025,10,市区町村,観光来訪者数,1,北海道,1236,北斗市,7147
2025,10,市区町村,観光来訪者数,1,北海道,1303,当別町,45192
2025,10,市区町村,観光来訪者数,1,北海道,1304,新篠津村,32673
2025,10,市区町村,観光来訪者数,1,北海道,1331,松前町,11296
2025,10,市区町村,観光来訪者数,1,北海道,1332,福島町,2791
2025,10,市区町村,観光来訪者数,1,北海道,1333,知内町,5019
2025,10,市区町村,観光来訪者数,1,北海道,1334,木古内町,14330
2025,10,市区町村,観光来訪者数,1,北海道,1337,七飯町,71040
2025,10,市区町村,観光来訪者数,1,北海道,1343,鹿部町,6379
2025,10,市区町村,観光来訪者数,1,北海道,1345,森町,27559
2025,10,市区町村,観光来訪者数,1,北海道,1346,八雲町,5629
2025,10,市区町村,観光来訪者数,1,北海道,1361,江差町,6298
2025,10,市区町村,観光来訪者数,1,北海道,1362,上ノ国町,11397
2025,10,市区町村,観光来訪者数,1,北海道,1363,厚沢部町,9560
2025,10,市区町村,観光来訪者数,1,北海道,1364,乙部町,4005
2025,10,市区町村,観光来訪者数,1,北海道,1367,奥尻町,179
2025,10,市区町村,観光来訪者数,1,北海道,1371,せたな町,3794
2025,10,市区町村,観光来訪者数,1,北海道,1391,島牧村,3999
2025,10,市区町村,観光来訪者数,1,北海道,1392,寿都町,7897
2025,10,市区町村,観光来訪者数,1,北海道,1393,黒松内町,22577
2025,10,市区町村,観光来訪者数,1,北海道,1394,蘭越町,14087
2025,10,市区町村,観光来訪者数,1,北海道,1395,ニセコ町,90396
2025,10,市区町村,観光来訪者数,1,北海道,1396,真狩村,17216
2025,10,市区町村,観光来訪者数,1,北海道,1397,留寿都村,77184
2025,10,市区町村,観光来訪者数,1,北海道,1398,喜茂別町,97117
2025,10,市区町村,観光来訪者数,1,北海道,1399,京極町,44185
2025,10,市区町村,観光来訪者数,1,北海道,1400,倶知安町,30727
2025,10,市区町村,観光来訪者数,1,北海道,1402,岩内町,3929
2025,10,市区町村,観光来訪者数,1,北海道,1403,泊村,981
2025,10,市区町村,観光来訪者数,1,北海道,1404,神恵内村,5728
2025,10,市区町村,観光来訪者数,1,北海道,1405,積丹町,1317
2025,10,市区町村,観光来訪者数,1,北海道,1407,仁木町,61996
2025,10,市区町村,観光来訪者数,1,北海道,1408,余市町,61354
2025,10,市区町村,観光来訪者数,1,北海道,1409,赤井川村,24313
