年,月,地域区分,データ区分,地域コード,地域名称,人数
2025,10,都道府県,観光来訪者数,1,北海道,4731966
2025,10,都道府県,観光来訪者数,2,青森県,1327317
2025,10,都道府県,観光来訪者数,3,岩手県,1852205
2025,10,都道府県,観光来訪者数,4,宮城県,1995908
2025,10,都道府県,観光来訪者数,5,秋田県,1082860
2025,10,都道府県,観光来訪者数,6,山形県,1697114
2025,10,都道府県,観光来訪者数,7,福島県,2425402
2025,10,都道府県,観光来訪者数,8,茨城県,2645235
2025,10,都道府県,観光来訪者数,9,栃木県,3272847
2025,10,都道府県,観光来訪者数,10,群馬県,2671777
2025,10,都道府県,観光来訪者数,11,埼玉県,3520128
2025,10,都道府県,観光来訪者数,12,千葉県,4340495
2025,10,都道府県,観光来訪者数,13,東京都,22769112
2025,10,都道府県,観光来訪者数,14,神奈川県,5982951
2025,10,都道府県,観光来訪者数,15,新潟県,2108061
2025,10,都道府県,観光来訪者数,16,富山県,1293181
2025,10,都道府県,観光来訪者数,17,石川県,1322700
2025,10,都道府県,観光来訪者数,18,福井県,766211
2025,10,都道府県,観光来訪者数,19,山梨県,1524979
2025,10,都道府県,観光来訪者数,20,長野県,3781064
2025,10,都道府県,観光来訪者数,21,岐阜県,2651002
2025,10,都道府県,観光来訪者数,22,静岡県,7428819
2025,10,都道府県,観光来訪者数,23,愛知県,9640665
2025,10,都道府県,観光来訪者数,24,三重県,4360843
2025,10,都道府県,観光来訪者数,25,滋賀県,2075077
2025,10,都道府県,観光来訪者数,26,京都府,2747776
2025,10,都道府県,観光来訪者数,27,大阪府,6241426
2025,10,都道府県,観光来訪者数,28,兵庫県,5095445
2025,10,都道府県,観光来訪者数,29,奈良県,1410009
2025,10,都道府県,観光来訪者数,30,和歌山県,1946456
2025,10,都道府県,観光来訪者数,31,鳥取県,1105408
2025,10,都道府県,観光来訪者数,32,島根県,980809
2025,10,都道府県,観光来訪者数,33,岡山県,2064541
2025,10,都道府県,観光来訪者数,34,広島県,3262354
2025,10,都道府県,観光来訪者数,35,山口県,1390447
2025,10,都道府県,観光来訪者数,36,徳島県,769929
2025,10,都道府県,観光来訪者数,37,香川県,1042672
2025,10,都道府県,観光来訪者数,38,愛媛県,1333013
2025,10,都道府県,観光来訪者数,39,高知県,794020
2025,10,都道府県,観光来訪者数,40,福岡県,5773685
2025,10,都道府県,観光来訪者数,41,佐賀県,2619199
2025,10,都道府県,観光来訪者数,42,長崎県,1601319
2025,10,都道府県,観光来訪者数,43,熊本県,1661073
2025,10,都道府県,観光来訪者数,44,大分県,1373852
2025,10,都道府県,観光来訪者数,45,宮崎県,1050998
2025,10,都道府県,観光来訪者数,46,鹿児島県,1673350
2025,10,都道府県,観光来訪者数,47,沖縄県,2866133
