年,月,地域区分,データ区分,都道府県コード,都道府県名,地域コード,地域名称,人数
2025,3,市区町村,観光来訪者数,1,北海道,1101,札幌市中央区,432709
2025,3,市区町村,観光来訪者数,1,北海道,1102,札幌市北区,25862
2025,3,市区町村,観光来訪者数,1,北海道,1103,札幌市東区,40158
2025,3,市区町村,観光来訪者数,1,北海道,1104,札幌市白石区,31834
2025,3,市区町村,観光来訪者数,1,北海道,1105,札幌市豊平区,180171
2025,3,市区町村,観光来訪者数,1,北海道,1106,札幌市南区,63328
2025,3,市区町村,観光来訪者数,1,北海道,1107,札幌市西区,52204
2025,3,市区町村,観光来訪者数,1,北海道,1108,札幌市厚別区,16287
2025,3,市区町村,観光来訪者数,1,北海道,1109,札幌市手稲区,18085
2025,3,市区町村,観光来訪者数,1,北海道,1110,札幌市清田区,1575
2025,3,市区町村,観光来訪者数,1,北海道,1202,函館市,112169
2025,3,市区町村,観光来訪者数,1,北海道,1203,小樽市,80868
2025,3,市区町村,観光来訪者数,1,北海道,1204,旭川市,186452
2025,3,市区町村,観光来訪者数,1,北海道,1205,室蘭市,19324
2025,3,市区町村,観光来訪者数,1,北海道,1206,釧路市,62260
2025,3,市区町村,観光来訪者数,1,北海道,1207,帯広市,39779
2025,3,市区町村,観光来訪者数,1,北海道,1208,北見市,36062
2025,3,市区町村,観光来訪者数,1,北海道,1209,夕張市,18371
2025,3,市区町村,観光来訪者数,1,北海道,1210,岩見沢市,16344
2025,3,市区町村,観光来訪者数,1,北海道,1211,網走市,64503
2025,3,市区町村,観光来訪者数,1,北海道,1212,留萌市,13843
2025,3,市区町村,観光来訪者数,1,北海道,1213,苫小牧市,76482
2025,3,市区町村,観光来訪者数,1,北海道,1214,稚内市,15815
2025,3,市区町村,観光来訪者数,1,北海道,1215,美唄市,6021
2025,3,市区町村,観光来訪者数,1,北海道,1216,芦別市,20498
2025,3,市区町村,観光来訪者数,1,北海道,1217,江別市,16274
2025,3,市区町村,観光来訪者数,1,北海道,1218,赤平市,1304
2025,3,市区町村,観光来訪者数,1,北海道,1219,紋別市,16734
2025,3,市区町村,観光来訪者数,1,北海道,1220,士別市,440
2025,3,市区町村,観光来訪者数,1,北海道,1221,名寄市,28805
2025,3,市区町村,観光来訪者数,1,北海道,1222,三笠市,42655
2025,3,市区町村,観光来訪者数,1,北海道,1223,根室市,10515
2025,3,市区町村,観光来訪者数,1,北海道,1224,千歳市,66937
2025,3,市区町村,観光来訪者数,1,北海道,1225,滝川市,11988
2025,3,市区町村,観光来訪者数,1,北海道,1226,砂川市,1251
2025,3,市区町村,観光来訪者数,1,北海道,1227,歌志内市,7799
2025,3,市区町村,観光来訪者数,1,北海道,1228,深川市,41060
2025,3,市区町村,観光来訪者数,1,北海道,1229,富良野市,43054
2025,3,市区町村,観光来訪者数,1,北海道,1230,登別市,15596
