年,月,地域区分,データ区分,地域コード,地域名称,人数
2024,8,都道府県,観光来訪者数,1,北海道,6427890
2024,8,都道府県,観光来訪者数,2,青森県,1487223
2024,8,都道府県,観光来訪者数,3,岩手県,1935105
2024,8,都道府県,観光来訪者数,4,宮城県,2112990
2024,8,都道府県,観光来訪者数,5,秋田県,1270895
2024,8,都道府県,観光来訪者数,6,山形県,1798280
2024,8,都道府県,観光来訪者数,7,福島県,2642875
2024,8,都道府県,観光来訪者数,8,茨城県,2448551
2024,8,都道府県,観光来訪者数,9,栃木県,3155300
2024,8,都道府県,観光来訪者数,10,群馬県,2941241
2024,8,都道府県,観光来訪者数,11,埼玉県,3703695
2024,8,都道府県,観光来訪者数,12,千葉県,4429257
2024,8,都道府県,観光来訪者数,13,東京都,19893923
2024,8,都道府県,観光来訪者数,14,神奈川県,6039525
2024,8,都道府県,観光来訪者数,15,新潟県,2753666
2024,8,都道府県,観光来訪者数,16,富山県,1453750
2024,8,都道府県,観光来訪者数,17,石川県,1242220
2024,8,都道府県,観光来訪者数,18,福井県,1181240
2024,8,都道府県,観光来訪者数,19,山梨県,1770138
2024,8,都道府県,観光来訪者数,20,長野県,4903354
2024,8,都道府県,観光来訪者数,21,岐阜県,2959198
2024,8,都道府県,観光来訪者数,22,静岡県,8710989
2024,8,都道府県,観光来訪者数,23,愛知県,8599300
2024,8,都道府県,観光来訪者数,24,三重県,2330754
2024,8,都道府県,観光来訪者数,25,滋賀県,1386089
2024,8,都道府県,観光来訪者数,26,京都府,2527959
2024,8,都道府県,観光来訪者数,27,大阪府,5298545
2024,8,都道府県,観光来訪者数,28,兵庫県,5435265
2024,8,都道府県,観光来訪者数,29,奈良県,1137406
2024,8,都道府県,観光来訪者数,30,和歌山県,1588173
2024,8,都道府県,観光来訪者数,31,鳥取県,1016593
2024,8,都道府県,観光来訪者数,32,島根県,926511
2024,8,都道府県,観光来訪者数,33,岡山県,2135013
2024,8,都道府県,観光来訪者数,34,広島県,2538905
2024,8,都道府県,観光来訪者数,35,山口県,1402406
2024,8,都道府県,観光来訪者数,36,徳島県,847759
2024,8,都道府県,観光来訪者数,37,香川県,1068276
2024,8,都道府県,観光来訪者数,38,愛媛県,1083405
2024,8,都道府県,観光来訪者数,39,高知県,829230
2024,8,都道府県,観光来訪者数,40,福岡県,4352907
2024,8,都道府県,観光来訪者数,41,佐賀県,2495416
2024,8,都道府県,観光来訪者数,42,長崎県,1683427
2024,8,都道府県,観光来訪者数,43,熊本県,1627389
2024,8,都道府県,観光来訪者数,44,大分県,1367178
2024,8,都道府県,観光来訪者数,45,宮崎県,978168
2024,8,都道府県,観光来訪者数,46,鹿児島県,1636785
2024,8,都道府県,観光来訪者数,47,沖縄県,1178812
