年,月,地域区分,データ区分,都道府県コード,都道府県名,地域コード,地域名称,人数
2024,3,市区町村,観光来訪者数,1,北海道,1101,札幌市中央区,363155
2024,3,市区町村,観光来訪者数,1,北海道,1102,札幌市北区,16511
2024,3,市区町村,観光来訪者数,1,北海道,1103,札幌市東区,38762
2024,3,市区町村,観光来訪者数,1,北海道,1104,札幌市白石区,1935
2024,3,市区町村,観光来訪者数,1,北海道,1105,札幌市豊平区,96185
2024,3,市区町村,観光来訪者数,1,北海道,1106,札幌市南区,84953
2024,3,市区町村,観光来訪者数,1,北海道,1107,札幌市西区,41769
2024,3,市区町村,観光来訪者数,1,北海道,1108,札幌市厚別区,9563
2024,3,市区町村,観光来訪者数,1,北海道,1109,札幌市手稲区,18482
2024,3,市区町村,観光来訪者数,1,北海道,1110,札幌市清田区,1397
2024,3,市区町村,観光来訪者数,1,北海道,1202,函館市,82109
2024,3,市区町村,観光来訪者数,1,北海道,1203,小樽市,70192
2024,3,市区町村,観光来訪者数,1,北海道,1204,旭川市,144534
2024,3,市区町村,観光来訪者数,1,北海道,1205,室蘭市,14941
2024,3,市区町村,観光来訪者数,1,北海道,1206,釧路市,53868
2024,3,市区町村,観光来訪者数,1,北海道,1207,帯広市,43865
2024,3,市区町村,観光来訪者数,1,北海道,1208,北見市,16828
2024,3,市区町村,観光来訪者数,1,北海道,1209,夕張市,13754
2024,3,市区町村,観光来訪者数,1,北海道,1210,岩見沢市,10583
2024,3,市区町村,観光来訪者数,1,北海道,1211,網走市,50841
2024,3,市区町村,観光来訪者数,1,北海道,1212,留萌市,15488
2024,3,市区町村,観光来訪者数,1,北海道,1213,苫小牧市,62672
2024,3,市区町村,観光来訪者数,1,北海道,1214,稚内市,13904
2024,3,市区町村,観光来訪者数,1,北海道,1215,美唄市,3346
2024,3,市区町村,観光来訪者数,1,北海道,1216,芦別市,17619
2024,3,市区町村,観光来訪者数,1,北海道,1217,江別市,14896
2024,3,市区町村,観光来訪者数,1,北海道,1218,赤平市,934
2024,3,市区町村,観光来訪者数,1,北海道,1219,紋別市,14550
2024,3,市区町村,観光来訪者数,1,北海道,1220,士別市,575
2024,3,市区町村,観光来訪者数,1,北海道,1221,名寄市,29881
2024,3,市区町村,観光来訪者数,1,北海道,1222,三笠市,39011
2024,3,市区町村,観光来訪者数,1,北海道,1223,根室市,4378
2024,3,市区町村,観光来訪者数,1,北海道,1224,千歳市,57191
2024,3,市区町村,観光来訪者数,1,北海道,1225,滝川市,9811
2024,3,市区町村,観光来訪者数,1,北海道,1226,砂川市,1095
2024,3,市区町村,観光来訪者数,1,北海道,1227,歌志内市,8278
2024,3,市区町村,観光来訪者数,1,北海道,1228,深川市,33180
2024,3,市区町村,観光来訪者数,1,北海道,1229,富良野市,40561
2024,3,市区町村,観光来訪者数,1,北海道,1230,登別市,16115
2024,3,市区町村,観光来訪者数,1,北海道,1231,恵庭市,16111
2024,3,市区町村,観光来訪者数,1,北海道,1233,伊達市,26024
2024,3,市区町村,観光来訪者数,1,北海道,1234,北広島市,177890
2024,3,市区町村,観光来訪者数,1,北海道,1235,石狩市,22396
2024,3,市区町村,観光来訪者数,1,北海道,1236,北斗市,4188
2024,3,市区町村,観光来訪者数,1,北海道,1303,当別町,27133
2024,3,市区町村,観光来訪者数,1,北海道,1304,新篠津村,10471
2024,3,市区町村,観光来訪者数,1,北海道,1331,松前町,4609
2024,3,市区町村,観光来訪者数,1,北海道,1332,福島町,1069
2024,3,市区町村,観光来訪者数,1,北海道,1333,知内町,2705
2024,3,市区町村,観光来訪者数,1,北海道,1334,木古内町,9451
2024,3,市区町村,観光来訪者数,1,北海道,1337,七飯町,24144
2024,3,市区町村,観光来訪者数,1,北海道,1343,鹿部町,2656
2024,3,市区町村,観光来訪者数,1,北海道,1345,森町,13456
2024,3,市区町村,観光来訪者数,1,北海道,1346,八雲町,2161
2024,3,市区町村,観光来訪者数,1,北海道,1361,江差町,2842
2024,3,市区町村,観光来訪者数,1,北海道,1362,上ノ国町,4448
2024,3,市区町村,観光来訪者数,1,北海道,1363,厚沢部町,3808
2024,3,市区町村,観光来訪者数,1,北海道,1364,乙部町,1846
2024,3,市区町村,観光来訪者数,1,北海道,1371,せたな町,2635
2024,3,市区町村,観光来訪者数,1,北海道,1391,島牧村,2280
2024,3,市区町村,観光来訪者数,1,北海道,1392,寿都町,4012
2024,3,市区町村,観光来訪者数,1,北海道,1393,黒松内町,11536
2024,3,市区町村,観光来訪者数,1,北海道,1394,蘭越町,5141
2024,3,市区町村,観光来訪者数,1,北海道,1395,ニセコ町,32357
2024,3,市区町村,観光来訪者数,1,北海道,1396,真狩村,4204
2024,3,市区町村,観光来訪者数,1,北海道,1397,留寿都村,83076
2024,3,市区町村,観光来訪者数,1,北海道,1398,喜茂別町,29174
2024,3,市区町村,観光来訪者数,1,北海道,1399,京極町,12998
2024,3,市区町村,観光来訪者数,1,北海道,1400,倶知安町,35014
