年,月,地域区分,データ区分,地域コード,地域名称,人数
2026,5,都道府県,観光来訪者数,1,北海道,6191133
2026,5,都道府県,観光来訪者数,2,青森県,1655532
2026,5,都道府県,観光来訪者数,3,岩手県,2784709
2026,5,都道府県,観光来訪者数,4,宮城県,2674963
2026,5,都道府県,観光来訪者数,5,秋田県,1232575
2026,5,都道府県,観光来訪者数,6,山形県,1949767
2026,5,都道府県,観光来訪者数,7,福島県,2970989
2026,5,都道府県,観光来訪者数,8,茨城県,3404431
2026,5,都道府県,観光来訪者数,9,栃木県,4266037
2026,5,都道府県,観光来訪者数,10,群馬県,3103918
2026,5,都道府県,観光来訪者数,11,埼玉県,4957227
2026,5,都道府県,観光来訪者数,12,千葉県,5695384
2026,5,都道府県,観光来訪者数,13,東京都,27147427
2026,5,都道府県,観光来訪者数,14,神奈川県,8038933
2026,5,都道府県,観光来訪者数,15,新潟県,2939931
2026,5,都道府県,観光来訪者数,16,富山県,1868328
2026,5,都道府県,観光来訪者数,17,石川県,1986127
2026,5,都道府県,観光来訪者数,18,福井県,1624966
2026,5,都道府県,観光来訪者数,19,山梨県,2005894
2026,5,都道府県,観光来訪者数,20,長野県,4278043
2026,5,都道府県,観光来訪者数,21,岐阜県,3286495
2026,5,都道府県,観光来訪者数,22,静岡県,9719001
2026,5,都道府県,観光来訪者数,23,愛知県,12871532
2026,5,都道府県,観光来訪者数,24,三重県,5309055
2026,5,都道府県,観光来訪者数,25,滋賀県,2463580
2026,5,都道府県,観光来訪者数,26,京都府,3591598
2026,5,都道府県,観光来訪者数,27,大阪府,7559087
2026,5,都道府県,観光来訪者数,28,兵庫県,6243757
2026,5,都道府県,観光来訪者数,29,奈良県,1973793
2026,5,都道府県,観光来訪者数,30,和歌山県,2350229
2026,5,都道府県,観光来訪者数,31,鳥取県,1349596
2026,5,都道府県,観光来訪者数,32,島根県,1440340
2026,5,都道府県,観光来訪者数,33,岡山県,2897994
2026,5,都道府県,観光来訪者数,34,広島県,4056690
2026,5,都道府県,観光来訪者数,35,山口県,1780390
2026,5,都道府県,観光来訪者数,36,徳島県,1040496
2026,5,都道府県,観光来訪者数,37,香川県,1376569
2026,5,都道府県,観光来訪者数,38,愛媛県,2681571
2026,5,都道府県,観光来訪者数,39,高知県,1566757
2026,5,都道府県,観光来訪者数,40,福岡県,10220591
2026,5,都道府県,観光来訪者数,41,佐賀県,3184556
2026,5,都道府県,観光来訪者数,42,長崎県,1970466
2026,5,都道府県,観光来訪者数,43,熊本県,2135663
2026,5,都道府県,観光来訪者数,44,大分県,1655495
2026,5,都道府県,観光来訪者数,45,宮崎県,1357246
2026,5,都道府県,観光来訪者数,46,鹿児島県,2297049
2026,5,都道府県,観光来訪者数,47,沖縄県,2766677
