年,月,地域区分,データ区分,地域コード,地域名称,人数
2023,7,都道府県,観光来訪者数,1,北海道,5919940
2023,7,都道府県,観光来訪者数,2,青森県,1082399
2023,7,都道府県,観光来訪者数,3,岩手県,927626
2023,7,都道府県,観光来訪者数,4,宮城県,1742852
2023,7,都道府県,観光来訪者数,5,秋田県,754940
2023,7,都道府県,観光来訪者数,6,山形県,968483
2023,7,都道府県,観光来訪者数,7,福島県,1798430
2023,7,都道府県,観光来訪者数,8,茨城県,1868377
2023,7,都道府県,観光来訪者数,9,栃木県,2572262
2023,7,都道府県,観光来訪者数,10,群馬県,1705969
2023,7,都道府県,観光来訪者数,11,埼玉県,2306501
2023,7,都道府県,観光来訪者数,12,千葉県,3852232
2023,7,都道府県,観光来訪者数,13,東京都,11520362
2023,7,都道府県,観光来訪者数,14,神奈川県,3860023
2023,7,都道府県,観光来訪者数,15,新潟県,1960129
2023,7,都道府県,観光来訪者数,16,富山県,577088
2023,7,都道府県,観光来訪者数,17,石川県,813494
2023,7,都道府県,観光来訪者数,18,福井県,728822
2023,7,都道府県,観光来訪者数,19,山梨県,1593665
2023,7,都道府県,観光来訪者数,20,長野県,2854323
2023,7,都道府県,観光来訪者数,21,岐阜県,1764765
2023,7,都道府県,観光来訪者数,22,静岡県,4019119
2023,7,都道府県,観光来訪者数,23,愛知県,3940299
2023,7,都道府県,観光来訪者数,24,三重県,1562047
2023,7,都道府県,観光来訪者数,25,滋賀県,1160811
2023,7,都道府県,観光来訪者数,26,京都府,2215499
2023,7,都道府県,観光来訪者数,27,大阪府,4195196
2023,7,都道府県,観光来訪者数,28,兵庫県,4382792
2023,7,都道府県,観光来訪者数,29,奈良県,1001304
2023,7,都道府県,観光来訪者数,30,和歌山県,784337
2023,7,都道府県,観光来訪者数,31,鳥取県,471382
2023,7,都道府県,観光来訪者数,32,島根県,666236
2023,7,都道府県,観光来訪者数,33,岡山県,1386158
2023,7,都道府県,観光来訪者数,34,広島県,1724397
2023,7,都道府県,観光来訪者数,35,山口県,884663
2023,7,都道府県,観光来訪者数,36,徳島県,581742
2023,7,都道府県,観光来訪者数,37,香川県,564051
2023,7,都道府県,観光来訪者数,38,愛媛県,832716
2023,7,都道府県,観光来訪者数,39,高知県,566198
2023,7,都道府県,観光来訪者数,40,福岡県,2705921
2023,7,都道府県,観光来訪者数,41,佐賀県,609007
2023,7,都道府県,観光来訪者数,42,長崎県,666853
2023,7,都道府県,観光来訪者数,43,熊本県,1309816
2023,7,都道府県,観光来訪者数,44,大分県,1068249
2023,7,都道府県,観光来訪者数,45,宮崎県,774894
2023,7,都道府県,観光来訪者数,46,鹿児島県,826743
2023,7,都道府県,観光来訪者数,47,沖縄県,1114773
