年,月,地域区分,データ区分,地域コード,地域名称,人数
2026,6,都道府県,観光来訪者数,1,北海道,5445663
2026,6,都道府県,観光来訪者数,2,青森県,1179746
2026,6,都道府県,観光来訪者数,3,岩手県,2217201
2026,6,都道府県,観光来訪者数,4,宮城県,1876033
2026,6,都道府県,観光来訪者数,5,秋田県,973560
2026,6,都道府県,観光来訪者数,6,山形県,1604272
2026,6,都道府県,観光来訪者数,7,福島県,2116650
2026,6,都道府県,観光来訪者数,8,茨城県,2184115
2026,6,都道府県,観光来訪者数,9,栃木県,2770568
2026,6,都道府県,観光来訪者数,10,群馬県,2040590
2026,6,都道府県,観光来訪者数,11,埼玉県,3208967
2026,6,都道府県,観光来訪者数,12,千葉県,4055439
2026,6,都道府県,観光来訪者数,13,東京都,22145132
2026,6,都道府県,観光来訪者数,14,神奈川県,5715798
2026,6,都道府県,観光来訪者数,15,新潟県,1809281
2026,6,都道府県,観光来訪者数,16,富山県,1147924
2026,6,都道府県,観光来訪者数,17,石川県,1419534
2026,6,都道府県,観光来訪者数,18,福井県,1076641
2026,6,都道府県,観光来訪者数,19,山梨県,1210328
2026,6,都道府県,観光来訪者数,20,長野県,2769707
2026,6,都道府県,観光来訪者数,21,岐阜県,2022258
2026,6,都道府県,観光来訪者数,22,静岡県,6402419
2026,6,都道府県,観光来訪者数,23,愛知県,9941856
2026,6,都道府県,観光来訪者数,24,三重県,3584821
2026,6,都道府県,観光来訪者数,25,滋賀県,1540416
2026,6,都道府県,観光来訪者数,26,京都府,2396412
2026,6,都道府県,観光来訪者数,27,大阪府,5084998
2026,6,都道府県,観光来訪者数,28,兵庫県,4345397
2026,6,都道府県,観光来訪者数,29,奈良県,1194667
2026,6,都道府県,観光来訪者数,30,和歌山県,1633909
2026,6,都道府県,観光来訪者数,31,鳥取県,914087
2026,6,都道府県,観光来訪者数,32,島根県,923446
2026,6,都道府県,観光来訪者数,33,岡山県,1863777
2026,6,都道府県,観光来訪者数,34,広島県,2660128
2026,6,都道府県,観光来訪者数,35,山口県,1073002
2026,6,都道府県,観光来訪者数,36,徳島県,574001
2026,6,都道府県,観光来訪者数,37,香川県,870137
2026,6,都道府県,観光来訪者数,38,愛媛県,1821501
2026,6,都道府県,観光来訪者数,39,高知県,980341
2026,6,都道府県,観光来訪者数,40,福岡県,7937251
2026,6,都道府県,観光来訪者数,41,佐賀県,2242912
2026,6,都道府県,観光来訪者数,42,長崎県,1202416
2026,6,都道府県,観光来訪者数,43,熊本県,1226854
2026,6,都道府県,観光来訪者数,44,大分県,926271
2026,6,都道府県,観光来訪者数,45,宮崎県,768466
2026,6,都道府県,観光来訪者数,46,鹿児島県,1414886
2026,6,都道府県,観光来訪者数,47,沖縄県,2350915
