年,月,地域区分,データ区分,地域コード,地域名称,人数
2025,9,都道府県,観光来訪者数,1,北海道,5822962
2025,9,都道府県,観光来訪者数,2,青森県,1356168
2025,9,都道府県,観光来訪者数,3,岩手県,1752032
2025,9,都道府県,観光来訪者数,4,宮城県,2170552
2025,9,都道府県,観光来訪者数,5,秋田県,984499
2025,9,都道府県,観光来訪者数,6,山形県,1627316
2025,9,都道府県,観光来訪者数,7,福島県,2281871
2025,9,都道府県,観光来訪者数,8,茨城県,2503575
2025,9,都道府県,観光来訪者数,9,栃木県,3102235
2025,9,都道府県,観光来訪者数,10,群馬県,2483327
2025,9,都道府県,観光来訪者数,11,埼玉県,3687985
2025,9,都道府県,観光来訪者数,12,千葉県,4618002
2025,9,都道府県,観光来訪者数,13,東京都,21836465
2025,9,都道府県,観光来訪者数,14,神奈川県,5577004
2025,9,都道府県,観光来訪者数,15,新潟県,1960147
2025,9,都道府県,観光来訪者数,16,富山県,1193706
2025,9,都道府県,観光来訪者数,17,石川県,1147559
2025,9,都道府県,観光来訪者数,18,福井県,767728
2025,9,都道府県,観光来訪者数,19,山梨県,1747291
2025,9,都道府県,観光来訪者数,20,長野県,3681458
2025,9,都道府県,観光来訪者数,21,岐阜県,2471900
2025,9,都道府県,観光来訪者数,22,静岡県,7256025
2025,9,都道府県,観光来訪者数,23,愛知県,8910971
2025,9,都道府県,観光来訪者数,24,三重県,3988080
2025,9,都道府県,観光来訪者数,25,滋賀県,1859986
2025,9,都道府県,観光来訪者数,26,京都府,2394959
2025,9,都道府県,観光来訪者数,27,大阪府,6511378
2025,9,都道府県,観光来訪者数,28,兵庫県,4935029
2025,9,都道府県,観光来訪者数,29,奈良県,1167641
2025,9,都道府県,観光来訪者数,30,和歌山県,1872487
2025,9,都道府県,観光来訪者数,31,鳥取県,1013599
2025,9,都道府県,観光来訪者数,32,島根県,783484
2025,9,都道府県,観光来訪者数,33,岡山県,1799239
2025,9,都道府県,観光来訪者数,34,広島県,2980196
2025,9,都道府県,観光来訪者数,35,山口県,1181258
2025,9,都道府県,観光来訪者数,36,徳島県,713943
2025,9,都道府県,観光来訪者数,37,香川県,868572
2025,9,都道府県,観光来訪者数,38,愛媛県,1213917
2025,9,都道府県,観光来訪者数,39,高知県,719670
2025,9,都道府県,観光来訪者数,40,福岡県,5264783
2025,9,都道府県,観光来訪者数,41,佐賀県,2350120
2025,9,都道府県,観光来訪者数,42,長崎県,1323419
2025,9,都道府県,観光来訪者数,43,熊本県,1465149
2025,9,都道府県,観光来訪者数,44,大分県,1149891
2025,9,都道府県,観光来訪者数,45,宮崎県,841734
2025,9,都道府県,観光来訪者数,46,鹿児島県,1502377
2025,9,都道府県,観光来訪者数,47,沖縄県,2586727
