年,月,地域区分,データ区分,地域コード,地域名称,人数
2022,1,都道府県,観光来訪者数,1,北海道,2020452
2022,1,都道府県,観光来訪者数,2,青森県,446030
2022,1,都道府県,観光来訪者数,3,岩手県,557505
2022,1,都道府県,観光来訪者数,4,宮城県,1123803
2022,1,都道府県,観光来訪者数,5,秋田県,388644
2022,1,都道府県,観光来訪者数,6,山形県,448105
2022,1,都道府県,観光来訪者数,7,福島県,1022689
2022,1,都道府県,観光来訪者数,8,茨城県,1607301
2022,1,都道府県,観光来訪者数,9,栃木県,1876271
2022,1,都道府県,観光来訪者数,10,群馬県,1349772
2022,1,都道府県,観光来訪者数,11,埼玉県,1951869
2022,1,都道府県,観光来訪者数,12,千葉県,3472143
2022,1,都道府県,観光来訪者数,13,東京都,7326777
2022,1,都道府県,観光来訪者数,14,神奈川県,2690861
2022,1,都道府県,観光来訪者数,15,新潟県,1451046
2022,1,都道府県,観光来訪者数,16,富山県,331324
2022,1,都道府県,観光来訪者数,17,石川県,518757
2022,1,都道府県,観光来訪者数,18,福井県,347658
2022,1,都道府県,観光来訪者数,19,山梨県,782261
2022,1,都道府県,観光来訪者数,20,長野県,2424230
2022,1,都道府県,観光来訪者数,21,岐阜県,1403482
2022,1,都道府県,観光来訪者数,22,静岡県,3449565
2022,1,都道府県,観光来訪者数,23,愛知県,2508785
2022,1,都道府県,観光来訪者数,24,三重県,1350146
2022,1,都道府県,観光来訪者数,25,滋賀県,836679
2022,1,都道府県,観光来訪者数,26,京都府,1958150
2022,1,都道府県,観光来訪者数,27,大阪府,2830329
2022,1,都道府県,観光来訪者数,28,兵庫県,3353496
2022,1,都道府県,観光来訪者数,29,奈良県,986026
2022,1,都道府県,観光来訪者数,30,和歌山県,599378
2022,1,都道府県,観光来訪者数,31,鳥取県,236013
2022,1,都道府県,観光来訪者数,32,島根県,483892
2022,1,都道府県,観光来訪者数,33,岡山県,1035510
2022,1,都道府県,観光来訪者数,34,広島県,1002215
2022,1,都道府県,観光来訪者数,35,山口県,671200
2022,1,都道府県,観光来訪者数,36,徳島県,408980
2022,1,都道府県,観光来訪者数,37,香川県,458217
2022,1,都道府県,観光来訪者数,38,愛媛県,615112
2022,1,都道府県,観光来訪者数,39,高知県,373494
2022,1,都道府県,観光来訪者数,40,福岡県,2190771
2022,1,都道府県,観光来訪者数,41,佐賀県,657224
2022,1,都道府県,観光来訪者数,42,長崎県,493593
2022,1,都道府県,観光来訪者数,43,熊本県,1119982
2022,1,都道府県,観光来訪者数,44,大分県,942903
2022,1,都道府県,観光来訪者数,45,宮崎県,653399
2022,1,都道府県,観光来訪者数,46,鹿児島県,720031
2022,1,都道府県,観光来訪者数,47,沖縄県,537055
2022,2,都道府県,観光来訪者数,1,北海道,1690490
2022,2,都道府県,観光来訪者数,2,青森県,324419
2022,2,都道府県,観光来訪者数,3,岩手県,439896
2022,2,都道府県,観光来訪者数,4,宮城県,864538
2022,2,都道府県,観光来訪者数,5,秋田県,343830
2022,2,都道府県,観光来訪者数,6,山形県,379416
2022,2,都道府県,観光来訪者数,7,福島県,817733
2022,2,都道府県,観光来訪者数,8,茨城県,1228068
2022,2,都道府県,観光来訪者数,9,栃木県,1380611
2022,2,都道府県,観光来訪者数,10,群馬県,1049004
2022,2,都道府県,観光来訪者数,11,埼玉県,1560282
2022,2,都道府県,観光来訪者数,12,千葉県,2479058
2022,2,都道府県,観光来訪者数,13,東京都,5949522
2022,2,都道府県,観光来訪者数,14,神奈川県,2069869
2022,2,都道府県,観光来訪者数,15,新潟県,1210148
2022,2,都道府県,観光来訪者数,16,富山県,257715
2022,2,都道府県,観光来訪者数,17,石川県,355619
2022,2,都道府県,観光来訪者数,18,福井県,268081
2022,2,都道府県,観光来訪者数,19,山梨県,528529
2022,2,都道府県,観光来訪者数,20,長野県,1916441
2022,2,都道府県,観光来訪者数,21,岐阜県,1175250
2022,2,都道府県,観光来訪者数,22,静岡県,2598482
2022,2,都道府県,観光来訪者数,23,愛知県,1949234
2022,2,都道府県,観光来訪者数,24,三重県,895486
2022,2,都道府県,観光来訪者数,25,滋賀県,735929
2022,2,都道府県,観光来訪者数,26,京都府,1247199
2022,2,都道府県,観光来訪者数,27,大阪府,2107833
2022,2,都道府県,観光来訪者数,28,兵庫県,2507850
2022,2,都道府県,観光来訪者数,29,奈良県,636336
2022,2,都道府県,観光来訪者数,30,和歌山県,410101
2022,2,都道府県,観光来訪者数,31,鳥取県,172218
2022,2,都道府県,観光来訪者数,32,島根県,309561
2022,2,都道府県,観光来訪者数,33,岡山県,771242
2022,2,都道府県,観光来訪者数,34,広島県,839729
2022,2,都道府県,観光来訪者数,35,山口県,518175
2022,2,都道府県,観光来訪者数,36,徳島県,268133
2022,2,都道府県,観光来訪者数,37,香川県,248712
2022,2,都道府県,観光来訪者数,38,愛媛県,408102
2022,2,都道府県,観光来訪者数,39,高知県,271611
2022,2,都道府県,観光来訪者数,40,福岡県,1547422
2022,2,都道府県,観光来訪者数,41,佐賀県,425882
2022,2,都道府県,観光来訪者数,42,長崎県,292317
2022,2,都道府県,観光来訪者数,43,熊本県,851721
2022,2,都道府県,観光来訪者数,44,大分県,622309
2022,2,都道府県,観光来訪者数,45,宮崎県,522904
2022,2,都道府県,観光来訪者数,46,鹿児島県,498558
2022,2,都道府県,観光来訪者数,47,沖縄県,566218
2022,3,都道府県,観光来訪者数,1,北海道,2172668
2022,3,都道府県,観光来訪者数,2,青森県,438619
2022,3,都道府県,観光来訪者数,3,岩手県,592597
2022,3,都道府県,観光来訪者数,4,宮城県,1153809
2022,3,都道府県,観光来訪者数,5,秋田県,455671
2022,3,都道府県,観光来訪者数,6,山形県,535442
2022,3,都道府県,観光来訪者数,7,福島県,1108527
2022,3,都道府県,観光来訪者数,8,茨城県,1766356
2022,3,都道府県,観光来訪者数,9,栃木県,2096800
2022,3,都道府県,観光来訪者数,10,群馬県,1376518
2022,3,都道府県,観光来訪者数,11,埼玉県,2331197
2022,3,都道府県,観光来訪者数,12,千葉県,3571901
2022,3,都道府県,観光来訪者数,13,東京都,9131042
2022,3,都道府県,観光来訪者数,14,神奈川県,3239950
2022,3,都道府県,観光来訪者数,15,新潟県,1509888
2022,3,都道府県,観光来訪者数,16,富山県,417000
2022,3,都道府県,観光来訪者数,17,石川県,608955
2022,3,都道府県,観光来訪者数,18,福井県,444056
2022,3,都道府県,観光来訪者数,19,山梨県,947604
2022,3,都道府県,観光来訪者数,20,長野県,2208179
2022,3,都道府県,観光来訪者数,21,岐阜県,1578710
2022,3,都道府県,観光来訪者数,22,静岡県,3732462
2022,3,都道府県,観光来訪者数,23,愛知県,3027946
2022,3,都道府県,観光来訪者数,24,三重県,1625682
2022,3,都道府県,観光来訪者数,25,滋賀県,1027796
