年,月,地域区分,データ区分,都道府県コード,都道府県名,地域コード,地域名称,人数
2024,8,市区町村,観光来訪者数,1,北海道,1101,札幌市中央区,630150
2024,8,市区町村,観光来訪者数,1,北海道,1102,札幌市北区,39916
2024,8,市区町村,観光来訪者数,1,北海道,1103,札幌市東区,90038
2024,8,市区町村,観光来訪者数,1,北海道,1104,札幌市白石区,21745
2024,8,市区町村,観光来訪者数,1,北海道,1105,札幌市豊平区,48715
2024,8,市区町村,観光来訪者数,1,北海道,1106,札幌市南区,116450
2024,8,市区町村,観光来訪者数,1,北海道,1107,札幌市西区,79772
2024,8,市区町村,観光来訪者数,1,北海道,1108,札幌市厚別区,44587
2024,8,市区町村,観光来訪者数,1,北海道,1109,札幌市手稲区,23082
2024,8,市区町村,観光来訪者数,1,北海道,1110,札幌市清田区,3624
2024,8,市区町村,観光来訪者数,1,北海道,1202,函館市,251381
2024,8,市区町村,観光来訪者数,1,北海道,1203,小樽市,163389
2024,8,市区町村,観光来訪者数,1,北海道,1204,旭川市,343962
2024,8,市区町村,観光来訪者数,1,北海道,1205,室蘭市,40731
2024,8,市区町村,観光来訪者数,1,北海道,1206,釧路市,125795
2024,8,市区町村,観光来訪者数,1,北海道,1207,帯広市,97046
2024,8,市区町村,観光来訪者数,1,北海道,1208,北見市,41667
2024,8,市区町村,観光来訪者数,1,北海道,1209,夕張市,40642
2024,8,市区町村,観光来訪者数,1,北海道,1210,岩見沢市,59497
2024,8,市区町村,観光来訪者数,1,北海道,1211,網走市,122031
2024,8,市区町村,観光来訪者数,1,北海道,1212,留萌市,56802
2024,8,市区町村,観光来訪者数,1,北海道,1213,苫小牧市,132317
2024,8,市区町村,観光来訪者数,1,北海道,1214,稚内市,69879
2024,8,市区町村,観光来訪者数,1,北海道,1215,美唄市,5416
2024,8,市区町村,観光来訪者数,1,北海道,1216,芦別市,56718
2024,8,市区町村,観光来訪者数,1,北海道,1217,江別市,21798
2024,8,市区町村,観光来訪者数,1,北海道,1218,赤平市,1314
2024,8,市区町村,観光来訪者数,1,北海道,1219,紋別市,44636
2024,8,市区町村,観光来訪者数,1,北海道,1220,士別市,7331
2024,8,市区町村,観光来訪者数,1,北海道,1221,名寄市,52434
2024,8,市区町村,観光来訪者数,1,北海道,1222,三笠市,102482
2024,8,市区町村,観光来訪者数,1,北海道,1223,根室市,30212
2024,8,市区町村,観光来訪者数,1,北海道,1224,千歳市,144402
2024,8,市区町村,観光来訪者数,1,北海道,1225,滝川市,24862
2024,8,市区町村,観光来訪者数,1,北海道,1226,砂川市,3171
2024,8,市区町村,観光来訪者数,1,北海道,1227,歌志内市,9562
2024,8,市区町村,観光来訪者数,1,北海道,1228,深川市,80605
2024,8,市区町村,観光来訪者数,1,北海道,1229,富良野市,46457
2024,8,市区町村,観光来訪者数,1,北海道,1230,登別市,41405
2024,8,市区町村,観光来訪者数,1,北海道,1231,恵庭市,35414
2024,8,市区町村,観光来訪者数,1,北海道,1233,伊達市,61329
2024,8,市区町村,観光来訪者数,1,北海道,1234,北広島市,582176
2024,8,市区町村,観光来訪者数,1,北海道,1235,石狩市,112682
2024,8,市区町村,観光来訪者数,1,北海道,1236,北斗市,11627
2024,8,市区町村,観光来訪者数,1,北海道,1303,当別町,70526
2024,8,市区町村,観光来訪者数,1,北海道,1304,新篠津村,47186
2024,8,市区町村,観光来訪者数,1,北海道,1331,松前町,20472
2024,8,市区町村,観光来訪者数,1,北海道,1332,福島町,5942
2024,8,市区町村,観光来訪者数,1,北海道,1333,知内町,6147
2024,8,市区町村,観光来訪者数,1,北海道,1334,木古内町,24643
2024,8,市区町村,観光来訪者数,1,北海道,1337,七飯町,67276
2024,8,市区町村,観光来訪者数,1,北海道,1343,鹿部町,8499
2024,8,市区町村,観光来訪者数,1,北海道,1345,森町,28571
2024,8,市区町村,観光来訪者数,1,北海道,1346,八雲町,6228
2024,8,市区町村,観光来訪者数,1,北海道,1361,江差町,11745
2024,8,市区町村,観光来訪者数,1,北海道,1362,上ノ国町,20143
2024,8,市区町村,観光来訪者数,1,北海道,1363,厚沢部町,14309
2024,8,市区町村,観光来訪者数,1,北海道,1364,乙部町,7184
2024,8,市区町村,観光来訪者数,1,北海道,1367,奥尻町,1657
2024,8,市区町村,観光来訪者数,1,北海道,1371,せたな町,5343
2024,8,市区町村,観光来訪者数,1,北海道,1391,島牧村,4404
