年,月,地域区分,データ区分,地域コード,地域名称,人数
2024,1,都道府県,観光来訪者数,1,北海道,2448425
2024,1,都道府県,観光来訪者数,2,青森県,603797
2024,1,都道府県,観光来訪者数,3,岩手県,1124528
2024,1,都道府県,観光来訪者数,4,宮城県,1269600
2024,1,都道府県,観光来訪者数,5,秋田県,514460
2024,1,都道府県,観光来訪者数,6,山形県,967438
2024,1,都道府県,観光来訪者数,7,福島県,1460952
2024,1,都道府県,観光来訪者数,8,茨城県,2197833
2024,1,都道府県,観光来訪者数,9,栃木県,2224549
2024,1,都道府県,観光来訪者数,10,群馬県,1906703
2024,1,都道府県,観光来訪者数,11,埼玉県,3059011
2024,1,都道府県,観光来訪者数,12,千葉県,4057235
2024,1,都道府県,観光来訪者数,13,東京都,18310807
2024,1,都道府県,観光来訪者数,14,神奈川県,5069172
2024,1,都道府県,観光来訪者数,15,新潟県,1445318
2024,1,都道府県,観光来訪者数,16,富山県,666165
2024,1,都道府県,観光来訪者数,17,石川県,752557
2024,1,都道府県,観光来訪者数,18,福井県,403033
2024,1,都道府県,観光来訪者数,19,山梨県,882921
2024,1,都道府県,観光来訪者数,20,長野県,2843882
2024,1,都道府県,観光来訪者数,21,岐阜県,2065900
2024,1,都道府県,観光来訪者数,22,静岡県,7295869
2024,1,都道府県,観光来訪者数,23,愛知県,7114133
2024,1,都道府県,観光来訪者数,24,三重県,2169701
2024,1,都道府県,観光来訪者数,25,滋賀県,900750
2024,1,都道府県,観光来訪者数,26,京都府,2468415
2024,1,都道府県,観光来訪者数,27,大阪府,4641279
2024,1,都道府県,観光来訪者数,28,兵庫県,3789645
2024,1,都道府県,観光来訪者数,29,奈良県,1107477
2024,1,都道府県,観光来訪者数,30,和歌山県,1225925
2024,1,都道府県,観光来訪者数,31,鳥取県,506013
2024,1,都道府県,観光来訪者数,32,島根県,594658
2024,1,都道府県,観光来訪者数,33,岡山県,1375587
2024,1,都道府県,観光来訪者数,34,広島県,1474023
2024,1,都道府県,観光来訪者数,35,山口県,963043
2024,1,都道府県,観光来訪者数,36,徳島県,558127
2024,1,都道府県,観光来訪者数,37,香川県,789030
2024,1,都道府県,観光来訪者数,38,愛媛県,797833
2024,1,都道府県,観光来訪者数,39,高知県,532700
2024,1,都道府県,観光来訪者数,40,福岡県,3732058
2024,1,都道府県,観光来訪者数,41,佐賀県,2316430
2024,1,都道府県,観光来訪者数,42,長崎県,1084048
2024,1,都道府県,観光来訪者数,43,熊本県,1229486
2024,1,都道府県,観光来訪者数,44,大分県,1068288
2024,1,都道府県,観光来訪者数,45,宮崎県,840037
2024,1,都道府県,観光来訪者数,46,鹿児島県,1395993
2024,1,都道府県,観光来訪者数,47,沖縄県,1056319
2024,2,都道府県,観光来訪者数,1,北海道,2758268
2024,2,都道府県,観光来訪者数,2,青森県,614173
2024,2,都道府県,観光来訪者数,3,岩手県,1064272
2024,2,都道府県,観光来訪者数,4,宮城県,1231178
2024,2,都道府県,観光来訪者数,5,秋田県,566711
2024,2,都道府県,観光来訪者数,6,山形県,1005384
2024,2,都道府県,観光来訪者数,7,福島県,1546809
