年,月,地域区分,データ区分,地域コード,地域名称,人数
2025,1,都道府県,観光来訪者数,1,北海道,2859984
2025,1,都道府県,観光来訪者数,2,青森県,754700
2025,1,都道府県,観光来訪者数,3,岩手県,1275434
2025,1,都道府県,観光来訪者数,4,宮城県,1430093
2025,1,都道府県,観光来訪者数,5,秋田県,598943
2025,1,都道府県,観光来訪者数,6,山形県,1035744
2025,1,都道府県,観光来訪者数,7,福島県,1649534
2025,1,都道府県,観光来訪者数,8,茨城県,2449891
2025,1,都道府県,観光来訪者数,9,栃木県,2735450
2025,1,都道府県,観光来訪者数,10,群馬県,2099350
2025,1,都道府県,観光来訪者数,11,埼玉県,3313001
2025,1,都道府県,観光来訪者数,12,千葉県,4729238
2025,1,都道府県,観光来訪者数,13,東京都,20426933
2025,1,都道府県,観光来訪者数,14,神奈川県,5527036
2025,1,都道府県,観光来訪者数,15,新潟県,1782871
2025,1,都道府県,観光来訪者数,16,富山県,931725
2025,1,都道府県,観光来訪者数,17,石川県,872713
2025,1,都道府県,観光来訪者数,18,福井県,522520
2025,1,都道府県,観光来訪者数,19,山梨県,1011417
2025,1,都道府県,観光来訪者数,20,長野県,3191216
2025,1,都道府県,観光来訪者数,21,岐阜県,2206422
2025,1,都道府県,観光来訪者数,22,静岡県,7741426
2025,1,都道府県,観光来訪者数,23,愛知県,8365088
2025,1,都道府県,観光来訪者数,24,三重県,4471945
2025,1,都道府県,観光来訪者数,25,滋賀県,1555477
2025,1,都道府県,観光来訪者数,26,京都府,2739056
2025,1,都道府県,観光来訪者数,27,大阪府,5257221
2025,1,都道府県,観光来訪者数,28,兵庫県,4374623
2025,1,都道府県,観光来訪者数,29,奈良県,1317566
2025,1,都道府県,観光来訪者数,30,和歌山県,1885859
2025,1,都道府県,観光来訪者数,31,鳥取県,732069
2025,1,都道府県,観光来訪者数,32,島根県,677700
2025,1,都道府県,観光来訪者数,33,岡山県,1675690
2025,1,都道府県,観光来訪者数,34,広島県,2589672
2025,1,都道府県,観光来訪者数,35,山口県,1182105
2025,1,都道府県,観光来訪者数,36,徳島県,618993
2025,1,都道府県,観光来訪者数,37,香川県,942447
2025,1,都道府県,観光来訪者数,38,愛媛県,1187519
