month,lgcode,n
202109,2412,4486
202109,2423,3629
202109,2424,229
202109,2425,313
202109,2426,4084
202109,2441,14778
202109,2442,254
202109,2443,3439
202109,2445,2602
202109,2446,12501
202109,2450,8721
202109,3201,51362
202109,3202,52974
202109,3203,25551
202109,3205,30768
202109,3206,25589
202109,3207,17337
202109,3208,60892
202109,3209,57260
202109,3210,25925
202109,3211,3378
202109,3213,1521
202109,3214,72097
202109,3215,20174
202109,3216,4401
202109,3301,77873
202109,3302,1635
202109,3303,26674
202109,3321,2702
202109,3322,822
202109,3366,2502
202109,3381,2664
202109,3402,29575
202109,3441,6308
202109,3461,2258
202109,3482,6057
202109,3483,25135
202109,3484,1504
202109,3485,3896
202109,3501,10076
202109,3503,4931
202109,3506,1150
202109,3507,9745
202109,3524,5067
202109,4101,118552
202109,4102,101165
202109,4103,10352
202109,4104,102450
202109,4105,32851
202109,4202,111176
202109,4203,17771
202109,4205,50182
202109,4206,27168
202109,4207,11951
202109,4208,27668
202109,4209,6116
202109,4211,7498
202109,4212,141950
202109,4213,20278
202109,4214,15229
202109,4215,125837
202109,4216,5642
202109,4301,20673
202109,4302,18944
202109,4321,6472
202109,4322,15055
202109,4323,13278
202109,4324,40977
202109,4341,1293
202109,4361,4139
202109,4362,24306
202109,4401,35258
202109,4404,2986
202109,4406,59221
202109,4421,6648
202109,4422,34181
202109,4424,24700
202109,4444,12296
202109,4445,43808
202109,4501,2477
202109,4505,1462
202109,4581,2542
202109,4606,7013
202109,5201,108835
202109,5202,37714
202109,5203,76994
202109,5204,9696
202109,5206,63501
202109,5207,30111
202109,5209,37901
202109,5210,80018
202109,5211,31172
202109,5212,36341
202109,5213,34371
202109,5214,45517
202109,5215,37167
202109,5303,15021
202109,5327,12116
202109,5346,495
202109,5348,11881
202109,5349,17935
202109,5361,3767
202109,5363,524
202109,5366,4958
202109,5368,19035
202109,5434,26583
202109,5463,15925
202109,5464,2762
202109,6201,77099
202109,6202,101991
202109,6203,110599
202109,6204,47898
202109,6205,20173
202109,6206,8489
202109,6207,24536
202109,6208,33606
202109,6209,20203
202109,6210,27256
202109,6211,22539
202109,6212,39947
202109,6213,4423
202109,6301,2676
202109,6302,1119
202109,6321,4431
202109,6322,28205
202109,6323,13413
202109,6324,9297
202109,6341,354
202109,6361,908
202109,6362,1270
202109,6363,7623
202109,6364,2218
202109,6365,2023
202109,6366,1466
202109,6367,10119
202109,6381,30292
202109,6382,25060
202109,6401,6340
202109,6402,1825
202109,6403,51580
202109,6426,18307
202109,6428,21224
202109,6461,45853
202109,7201,59810
202109,7202,55447
202109,7203,53381
202109,7204,117517
202109,7205,24519
202109,7207,18170
202109,7208,36177
202109,7209,19772
202109,7210,86756
202109,7211,7008
202109,7212,21931
202109,7213,53152
202109,7214,52258
202109,7301,1988
202109,7303,46603
202109,7308,10253
202109,7322,18684
202109,7342,1185
202109,7344,39822
202109,7362,26564
202109,7364,5510
202109,7367,745
202109,7368,30740
202109,7402,53986
202109,7405,15573
202109,7407,39368
202109,7408,106570
202109,7421,3917
202109,7422,37112
202109,7423,9093
202109,7444,13923
202109,7445,10947
202109,7446,5247
202109,7447,8106
202109,7461,16851
202109,7464,615
202109,7465,84
202109,7466,8911
202109,7481,6771
202109,7482,133
202109,7483,15527
202109,7484,84
202109,7501,1294
202109,7502,7984
202109,7503,20081
202109,7504,394
202109,7505,7807
202109,7521,3914
202109,7522,6073
202109,7541,1943
202109,7542,20209
202109,7543,1967
202109,7544,805
202109,7546,4340
202109,7547,32420
202109,7561,4940
202109,7564,22142
202109,8201,51418
202109,8202,26937
202109,8203,19918
202109,8204,47535
202109,8205,34597
202109,8207,4795
202109,8208,11565
202109,8210,47793
202109,8211,11649
202109,8212,43765
202109,8214,4289
202109,8215,26559
202109,8216,87647
202109,8217,14539
202109,8219,15204
202109,8220,81862
202109,8221,35450
202109,8222,54129
202109,8223,38170
202109,8224,1807
202109,8225,87348
202109,8226,2710
202109,8227,62725
202109,8228,19708
202109,8229,90008
202109,8230,25854
202109,8231,30572
202109,8232,17241
202109,8233,59057
202109,8234,15319
202109,8235,14576
202109,8236,10804
202109,8302,5351
202109,8309,50793
202109,8310,42539
202109,8341,5568
202109,8364,24149
202109,8442,14573
202109,8443,9409
202109,8447,3230
202109,8521,2181
202109,8542,39291
202109,8546,8690
202109,8564,124
202109,9201,118358
202109,9202,45890
202109,9203,158798
202109,9204,270661
202109,9205,76922
202109,9206,188856
202109,9208,50706
202109,9209,22092
202109,9210,29080
202109,9211,32904
202109,9213,79486
202109,9214,53772
202109,9215,19802
202109,9216,22574
202109,9301,2115
202109,9342,37731
202109,9343,80143
202109,9344,14152
202109,9345,7508
202109,9361,46550
202109,9364,483
202109,9384,24460
202109,9386,17353
202109,9407,368667
202109,9411,28847
202109,10201,86200
202109,10202,99654
202109,10203,16108
202109,10204,11165
202109,10205,46642
202109,10206,29416
202109,10207,17110
202109,10208,79835
202109,10209,74965
202109,10210,64157
202109,10211,129729
202109,10212,6175
202109,10344,2420
202109,10345,13900
202109,10366,16235
202109,10367,7139
202109,10382,39904
202109,10383,3403
202109,10384,44951
202109,10421,23265
202109,10424,47987
202109,10425,34640
202109,10426,80525
202109,10428,28085
202109,10429,19627
202109,10443,49531
202109,10444,6992
202109,10448,17990
202109,10449,71281
202109,10464,22879
202109,10521,4093
202109,10522,442
202109,10523,896
202109,10524,705
202109,10525,810
202109,11101,19638
202109,11102,8948
202109,11103,83500
202109,11104,3597
202109,11105,93329
202109,11106,6897
202109,11107,16789
202109,11108,15680
202109,11109,11108
202109,11110,9363
202109,11201,65848
202109,11202,62924
202109,11203,37175
202109,11206,24046
202109,11207,144564
202109,11208,156401
202109,11209,81908
202109,11210,39046
202109,11211,27651
202109,11212,47826
202109,11214,38491
202109,11215,7017
202109,11216,28814
202109,11217,12055
202109,11218,117724
202109,11219,21892
202109,11221,7404
202109,11222,19466
202109,11223,3908
202109,11224,24149
202109,11225,10442
202109,11227,7512
202109,11228,867
202109,11229,7439
202109,11230,3251
202109,11231,3145
202109,11232,20371
202109,11233,6266
202109,11234,1614
202109,11235,6865
202109,11237,12460
202109,11238,2390
202109,11239,4104
202109,11240,14871
202109,11241,3685
202109,11242,53683
202109,11243,5591
202109,11245,3351
202109,11246,32697
202109,11301,1073
202109,11324,1682
202109,11326,18329
202109,11327,22667
202109,11341,46531
202109,11342,22014
202109,11343,40831
202109,11346,2505
202109,11347,17559
202109,11348,11030
202109,11349,23924
202109,11361,45392
202109,11362,48695
202109,11363,32578
202109,11365,46733
202109,11369,1178
202109,11381,11249
202109,11383,22223
202109,11385,8821
202109,11408,9570
202109,11442,359
202109,11464,26434
202109,11465,1258
202109,12101,67251
202109,12102,6186
202109,12103,20541
202109,12104,17768
202109,12105,29734
202109,12106,198546
202109,12202,12990
202109,12203,56223
202109,12204,13366
202109,12205,35033
202109,12206,93181
202109,12207,38222
202109,12208,47699
202109,12210,29700
202109,12211,156135
202109,12212,29166
202109,12213,43656
202109,12215,31960
202109,12216,10151
202109,12217,39219
202109,12218,19085
202109,12219,221874
202109,12220,10047
202109,12221,22656
202109,12222,10914
202109,12223,95628
202109,12224,7040
202109,12225,68676
202109,12226,93267
202109,12227,424315
202109,12228,1076
202109,12229,64606
202109,12230,3821
202109,12231,21074
202109,12232,4797
202109,12233,4656
202109,12234,108224
202109,12235,9875
202109,12236,129843
202109,12237,27047
202109,12238,26234
202109,12239,7659
202109,12322,731
202109,12329,3578
202109,12342,48219
202109,12347,36275
202109,12349,4275
202109,12403,6058
202109,12409,47139
202109,12410,5547
202109,12421,4517
202109,12422,52727
202109,12423,2513
202109,12424,2778
202109,12426,25612
202109,12427,44279
202109,12441,70884
202109,12443,19558
202109,12463,53079
202109,13101,792051
202109,13102,368097
202109,13103,649287
202109,13104,309338
202109,13105,384681
202109,13106,387371
202109,13107,310175
202109,13108,273916
202109,13109,227594
202109,13110,99745
202109,13111,228752
202109,13112,127410
202109,13113,531457
202109,13114,57358
202109,13115,30898
202109,13116,368871
202109,13117,45368
202109,13118,29307
202109,13119,25666
202109,13120,34140
202109,13121,43230
202109,13122,29286
202109,13123,73342
202109,13201,90010
202109,13202,45942
202109,13203,12218
202109,13204,29467
202109,13205,25511
202109,13206,49425
202109,13207,8624
202109,13208,39860
202109,13209,26840
202109,13210,6825
202109,13211,15173
202109,13212,18550
202109,13213,2410
202109,13214,4641
202109,13215,3037
202109,13218,1598
202109,13219,4077
202109,13220,6304
202109,13221,449
202109,13222,9136
202109,13223,2735
202109,13224,26505
202109,13225,18904
202109,13227,2189
202109,13228,26844
202109,13229,6712
202109,13303,1269
202109,13305,4363
202109,13307,19469
202109,13308,16262
202109,13361,3250
202109,13363,774
202109,13364,1297
202109,13401,325
202109,13402,230
202109,13421,254
202109,14101,19751
202109,14102,17672
202109,14103,248701
202109,14104,363149
202109,14105,6537
202109,14106,17897
202109,14107,18201
202109,14108,69500
202109,14109,102058
202109,14110,11256
202109,14111,8694
202109,14112,23261
202109,14113,3136
202109,14114,1988
202109,14115,4601
202109,14116,3111
202109,14117,24833
202109,14118,8871
202109,14131,48316
202109,14132,71822
202109,14133,21486
202109,14134,5660
202109,14135,18934
202109,14136,3725
202109,14137,2629
202109,14151,94168
202109,14152,5089
202109,14153,13974
202109,14201,68270
202109,14203,43097
202109,14204,94306
202109,14205,90037
202109,14206,90189
202109,14207,22702
202109,14208,8449
202109,14210,17115
202109,14211,61775
202109,14212,44404
202109,14213,6309
202109,14214,33170
202109,14215,15640
202109,14216,9721
202109,14217,14526
202109,14218,4499
202109,14301,10415
202109,14321,6398
202109,14341,22931
202109,14342,6247
202109,14361,5975
202109,14362,1800
202109,14363,29586
202109,14364,27620
202109,14366,2122
202109,14382,211054
202109,14383,3395
202109,14384,22022
202109,14401,30530
202109,14402,19365
202109,15101,45912
202109,15102,10115
202109,15103,184749
202109,15104,3476
202109,15105,21167
202109,15106,3572
202109,15107,34943
202109,15108,23027
202109,15202,134608
202109,15204,55003
202109,15205,26894
202109,15206,50418
202109,15208,18864
202109,15209,5042
202109,15210,49802
202109,15211,2914
202109,15212,88804
202109,15213,20458
202109,15216,86894
202109,15217,112335
202109,15218,9030
202109,15222,80181
202109,15223,19799
202109,15224,24917
202109,15225,33175
202109,15226,56284
202109,15227,16609
202109,15307,21203
202109,15342,15345
202109,15361,7327
202109,15385,25069
202109,15405,2196
202109,15461,46996
202109,15482,5591
202109,15504,3592
202109,15581,32724
202109,16201,92809
202109,16202,47198
202109,16204,61042
202109,16205,10024
202109,16206,4268
202109,16207,15636
202109,16208,27443
202109,16209,17644
202109,16210,45598
202109,16211,40470
202109,16321,32
202109,16322,7268
202109,16323,13110
202109,16342,500
202109,16343,3678
202109,17201,114689
202109,17202,59042
202109,17203,50517
202109,17204,33513
202109,17205,39180
202109,17206,48754
202109,17207,59974
202109,17209,44013
202109,17210,51813
202109,17211,17348
202109,17212,492
202109,17324,820
202109,17361,7882
202109,17365,9786
202109,17384,20592
202109,17386,18240
202109,17407,10231
202109,17461,10422
202109,17463,15954
202109,18201,58865
202109,18202,36950
202109,18204,34654
202109,18205,19862
202109,18206,14199
202109,18207,12560
202109,18208,24307
202109,18209,29638
202109,18210,86168
202109,18322,20027
202109,18382,4290
202109,18404,15045
202109,18423,25598
202109,18442,6971
202109,18481,29118
202109,18483,26707
202109,18501,41518
202109,19201,80540
202109,19202,143202
202109,19204,63404
202109,19205,75804
202109,19206,15261
202109,19207,8211
202109,19208,14226
202109,19209,156856
202109,19210,9947
202109,19211,52992
202109,19212,31706
202109,19213,73548
202109,19214,18085
202109,19346,10615
202109,19364,2299
202109,19365,43961
202109,19366,17116
202109,19368,52633
202109,19384,3121
202109,19422,40522
202109,19423,334
202109,19424,10064
202109,19425,38701
202109,19429,40200
202109,19430,93653
202109,19442,21422
202109,19443,14450
202109,20201,151873
202109,20202,179579
202109,20203,99542
202109,20204,11505
202109,20205,17269
202109,20206,207525
202109,20207,6272
202109,20208,15933
202109,20209,28600
202109,20210,110500
202109,20211,22632
202109,20212,41595
202109,20213,17916
202109,20214,49823
202109,20215,14264
202109,20217,71650
202109,20218,68275
202109,20219,69914
202109,20220,70717
202109,20303,14079
202109,20304,5071
202109,20305,6471
202109,20306,4426
202109,20309,1201
202109,20321,63853
202109,20323,2799
202109,20324,59224
202109,20349,22876
202109,20350,32806
202109,20361,22483
202109,20362,41379
202109,20363,10773
202109,20382,1235
202109,20383,4612
202109,20384,34844
202109,20385,15982
202109,20386,41
202109,20388,1166
202109,20402,2196
202109,20403,1143
202109,20404,17550
202109,20407,28640
202109,20409,12736
202109,20410,652
202109,20411,2307
202109,20412,41
202109,20414,68
202109,20415,172
202109,20416,18571
202109,20417,1404
202109,20422,360
202109,20423,1634
202109,20425,3713
202109,20429,1134
202109,20430,26623
202109,20432,54810
202109,20446,2886
202109,20448,801
202109,20451,109
202109,20452,1105
202109,20481,2733
202109,20482,19406
202109,20485,77105
202109,20486,42928
202109,20521,1874
202109,20541,40011
202109,20543,4387
202109,20561,51102
202109,20562,14665
202109,20563,17508
202109,20583,49384
202109,20588,9245
202109,20590,3708
202109,20602,19590
202109,21201,45061
202109,21202,18103
202109,21203,137742
202109,21204,20464
202109,21205,74664
202109,21206,122737
202109,21207,27315
202109,21208,76340
202109,21209,2824
202109,21210,107768
202109,21211,56802
202109,21212,31876
202109,21213,41987
202109,21214,102976
202109,21215,8497
202109,21216,350
202109,21217,41627
202109,21218,24696
202109,21219,167524
202109,21220,34863
202109,21221,47494
202109,21302,3790
202109,21303,474
202109,21341,16680
202109,21361,1502
202109,21362,5718
202109,21381,243
202109,21383,41
202109,21401,29000
202109,21403,18979
202109,21404,17416
202109,21421,111
202109,21501,154
202109,21502,9131
202109,21503,6005
202109,21504,7447
202109,21505,17707
202109,21506,36775
202109,21507,9876
202109,21521,20336
202109,21604,30349
202109,22101,43503
202109,22102,63815
202109,22103,79587
202109,22131,71025
202109,22132,5971
202109,22133,16707
202109,22134,11592
202109,22135,10985
202109,22136,5206
202109,22137,26623
202109,22203,72875
202109,22205,74439
202109,22206,75282
202109,22207,129933
202109,22208,155545
202109,22209,49683
202109,22210,61988
202109,22211,17683
202109,22212,12215
202109,22213,161024
202109,22214,19644
202109,22215,352679
202109,22216,17944
202109,22219,45411
202109,22220,49645
202109,22221,50528
202109,22222,74668
202109,22223,27650
202109,22224,9387
202109,22225,28034
202109,22226,8436
202109,22301,18829
202109,22302,13032
202109,22304,8668
202109,22305,5029
202109,22306,15879
202109,22325,66182
202109,22341,2872
202109,22342,5113
202109,22344,528873
202109,22424,5303
202109,22429,1318
202109,22461,12604
202109,23101,136699
202109,23102,27095
202109,23103,9606
202109,23104,18809
202109,23105,59530
202109,23106,227998
202109,23107,17520
202109,23108,11532
202109,23109,83586
202109,23110,10290
202109,23111,84307
202109,23112,19690
202109,23113,14054
202109,23114,11186
202109,23115,7514
202109,23116,3910
202109,23201,94086
202109,23202,113216
202109,23203,17877
202109,23204,26502
202109,23205,16729
202109,23206,14756
202109,23207,35812
202109,23208,6239
202109,23209,20107
202109,23210,29690
202109,23211,240023
202109,23212,28052
202109,23213,44308
202109,23214,39936
202109,23215,53091
202109,23216,62961
202109,23217,1956
202109,23219,4371
202109,23220,7528
202109,23221,121899
202109,23222,17038
202109,23223,7206
202109,23224,11007
202109,23225,3582
202109,23226,3948
202109,23227,1227
202109,23228,120
202109,23229,7389
202109,23230,10928
202109,23231,63696
202109,23232,25729
202109,23233,1556
202109,23234,949
202109,23235,9182
202109,23236,4271
202109,23237,1119
202109,23238,21622
202109,23302,2009
202109,23342,3482
202109,23361,203
202109,23362,509
202109,23424,115
202109,23425,527
202109,23427,369
202109,23441,308
202109,23442,2509
202109,23445,23478
202109,23446,38170
202109,23447,3566
202109,23501,47426
202109,23561,45302
202109,23562,829
202109,23563,17306
202109,24201,128990
202109,24202,37289
202109,24203,72334
202109,24204,33042
202109,24205,100552
202109,24207,88901
202109,24208,30810
202109,24209,1579
202109,24210,38928
202109,24211,38583
202109,24212,13095
202109,24214,47505
202109,24215,32545
202109,24216,128097
202109,24324,11105
202109,24341,13665
202109,24343,2849
202109,24344,82
202109,24441,1732
202109,24442,2523
202109,24443,13975
202109,24461,1382
202109,24470,31
202109,24471,2005
202109,24472,1407
202109,24543,10398
202109,24561,8541
202109,24562,5710
202109,25201,193409
202109,25202,42282
202109,25203,52749
202109,25204,21001
202109,25206,30109
202109,25207,23832
202109,25208,18510
202109,25209,149471
202109,25210,13273
202109,25211,8094
202109,25212,111910
202109,25213,68625
202109,25214,33346
202109,25383,32341
202109,25384,29733
202109,25425,471
202109,25441,106
202109,25442,18425
202109,25443,9795
202109,26101,37868
202109,26102,55173
202109,26103,221428
202109,26104,56529
202109,26105,181495
202109,26106,119181
202109,26107,26010
202109,26108,91506
202109,26109,73622
202109,26110,9781
202109,26111,17954
202109,26201,12961
202109,26202,45328
202109,26203,5943
202109,26204,27545
202109,26205,53407
202109,26206,45926
202109,26207,4945
202109,26208,1182
202109,26209,9384
202109,26210,16122
202109,26211,2121
202109,26212,29910
202109,26213,66193
202109,26214,21594
202109,26303,2516
202109,26322,7449
202109,26344,4622
202109,26364,7755
202109,26365,7707
202109,26366,618
202109,26367,55728
202109,26407,187120
202109,26463,23647
202109,26465,5259
202109,27102,21201
202109,27103,23304
202109,27104,212325
202109,27106,141671
202109,27107,38355
202109,27108,5818
202109,27109,121905
202109,27111,45484
202109,27113,6269
202109,27114,2969
202109,27115,2676
202109,27116,6516
202109,27117,2692
202109,27118,5203
202109,27119,4698
202109,27120,11797
202109,27121,36251
202109,27122,7111
202109,27123,22154
202109,27124,18905
202109,27125,95357
202109,27126,2636
202109,27127,247430
202109,27128,377096
202109,27141,41980
202109,27142,3751
202109,27143,3909
202109,27144,7565
202109,27145,22929
202109,27146,6646
202109,27147,1210
202109,27202,75481
202109,27203,23169
202109,27204,20861
202109,27205,98578
202109,27206,6678
202109,27207,26974
202109,27208,9008
202109,27209,6492
202109,27210,33673
202109,27211,18244
202109,27212,9636
202109,27213,76247
202109,27214,17241
202109,27215,9106
202109,27216,30204
202109,27217,2950
202109,27218,6639
202109,27219,19365
202109,27220,25341
202109,27221,734
202109,27222,15522
202109,27223,5738
202109,27224,1776
202109,27225,16031
202109,27226,2911
202109,27227,32314
202109,27228,29428
202109,27229,3361
202109,27230,9192
202109,27231,2598
202109,27232,4315
202109,27301,5433
202109,27321,1655
202109,27322,39223
202109,27341,839
202109,27361,2064
202109,27362,534
202109,27366,47434
202109,27381,3764
202109,27382,14095
202109,27383,3299
202109,28101,25666
202109,28102,70432
202109,28105,38771
202109,28106,13886
202109,28107,80249
202109,28108,33961
202109,28109,168289
202109,28110,284688
202109,28111,55749
202109,28201,124186
202109,28202,50582
202109,28203,34238
202109,28204,321997
202109,28205,26089
202109,28206,6263
202109,28207,12597
202109,28208,10443
202109,28209,51755
202109,28210,19317
202109,28212,21091
202109,28213,31407
202109,28214,96055
202109,28215,446207
202109,28216,5247
202109,28217,24526
202109,28218,29321
202109,28219,48347
202109,28220,31045
202109,28221,48739
202109,28222,34914
202109,28223,48237
202109,28224,85672
202109,28225,90004
202109,28226,287001
202109,28227,38575
202109,28228,162489
202109,28229,26123
202109,28301,41270
202109,28365,28582
202109,28381,1524
202109,28382,2229
202109,28442,9227
202109,28443,7247
202109,28446,21488
202109,28464,3764
202109,28481,12112
202109,28501,32880
202109,28585,36088
202109,28586,24351
202109,29201,306548
202109,29202,1321
202109,29203,8074
202109,29204,48275
202109,29205,33985
202109,29206,35647
202109,29207,28621
202109,29208,11375
202109,29209,17957
202109,29210,2247
202109,29211,28766
202109,29212,64637
202109,29322,9761
202109,29342,6228
202109,29343,10077
202109,29344,13293
202109,29345,31
202109,29361,2925
202109,29362,577
202109,29363,10964
202109,29385,16084
202109,29386,13246
202109,29401,11162
202109,29402,32898
202109,29424,2443
202109,29425,828
202109,29426,8387
202109,29427,173
202109,29441,16633
202109,29442,33134
202109,29443,1560
202109,29444,35445
202109,29446,14992
202109,29447,2216
202109,29449,15029
202109,29450,7448
202109,29451,11371
202109,29452,11852
202109,29453,4874
202109,30201,97351
202109,30202,9428
202109,30203,13933
202109,30204,584
202109,30205,1131
202109,30206,59263
202109,30207,11119
202109,30208,10838
202109,30209,15006
202109,30304,8400
202109,30341,40346
202109,30343,29614
202109,30344,46647
202109,30361,2304
202109,30362,1526
202109,30366,21272
202109,30381,3259
202109,30382,2981
202109,30383,12857
202109,30390,7585
202109,30391,2016
202109,30392,9678
202109,30401,97521
202109,30404,15249
202109,30406,37838
202109,30421,28416
202109,30422,15053
202109,30424,2247
202109,30427,1368
202109,30428,14036
202109,31201,97591
202109,31202,26893
202109,31203,21850
202109,31204,14494
202109,31302,28774
202109,31325,12580
202109,31328,1859
202109,31329,5629
202109,31364,4973
202109,31370,35136
202109,31371,27921
202109,31372,26643
202109,31384,636
202109,31386,26452
202109,31389,12220
202109,31390,28456
202109,31401,4802
202109,31402,5731
202109,31403,12927
202109,32201,85231
202109,32202,55046
202109,32203,139970
202109,32204,18986
202109,32205,21373
202109,32206,34213
202109,32207,41768
202109,32209,44800
202109,32343,20642
202109,32386,12958
202109,32441,10407
202109,32448,4567
202109,32449,10845
202109,32501,24182
202109,32505,15338
202109,32525,900
202109,32526,1375
202109,32527,31
202109,32528,4515
202109,33101,268502
202109,33102,4058
202109,33103,7784
202109,33104,10752
202109,33202,58580
202109,33203,19008
202109,33204,25277
202109,33205,36170
202109,33207,5091
202109,33208,14266
202109,33209,17439
202109,33210,26618
202109,33211,2985
202109,33212,61312
202109,33213,28491
202109,33214,145972
202109,33215,52222
202109,33216,3762
202109,33346,1952
202109,33423,5418
202109,33445,912
202109,33461,5920
202109,33586,12264
202109,33606,19520
202109,33622,591
202109,33623,1023
202109,33643,18514
202109,33663,7814
202109,33666,8275
202109,33681,40161
202109,34101,90175
202109,34102,7323
202109,34103,101469
202109,34104,12661
202109,34105,16463
202109,34106,2678
202109,34107,2178
202109,34108,4526
202109,34202,25785
202109,34203,30822
202109,34204,101433
202109,34205,49504
202109,34207,34416
202109,34208,3559
202109,34209,37076
202109,34210,59325
202109,34211,6267
202109,34212,77634
202109,34213,168789
202109,34214,25840
202109,34215,1798
202109,34302,367
202109,34304,227
202109,34307,222
202109,34309,3789
202109,34368,16044
202109,34369,41179
202109,34431,677
202109,34462,105500
202109,34545,31559
202109,35201,127723
202109,35202,19463
202109,35203,88988
202109,35204,83292
202109,35206,24063
202109,35207,9624
202109,35208,57676
202109,35210,3184
202109,35211,61053
202109,35212,4234
202109,35213,24983
202109,35215,59595
202109,35216,81487
202109,35305,28494
202109,35321,3045
202109,35341,14144
202109,35343,721
202109,35344,225
202109,35502,33875
202109,36201,43221
202109,36202,73876
202109,36203,12818
202109,36204,19607
202109,36205,4104
202109,36206,12875
202109,36207,28330
202109,36208,40807
202109,36301,5642
202109,36302,2662
202109,36341,629
202109,36342,8695
202109,36368,14954
202109,36383,869
202109,36387,17618
202109,36388,12464
202109,36401,2178
202109,36402,501
202109,36403,471
202109,36404,37802
202109,36405,17892
202109,36468,13805
202109,36489,2024
202109,37201,61827
202109,37202,18809
202109,37203,10931
202109,37204,10929
202109,37205,16145
202109,37206,26625
202109,37207,13464
202109,37208,34021
202109,37322,3053
202109,37324,10973
202109,37341,2576
202109,37364,5277
202109,37386,26592
202109,37387,11148
202109,37403,10632
202109,37404,1717
202109,37406,34676
202109,38201,95018
202109,38202,103088
202109,38203,43264
202109,38204,5660
202109,38205,20338
202109,38206,30433
202109,38207,13388
202109,38210,48071
202109,38213,16593
202109,38214,19656
202109,38215,7189
202109,38356,1723
202109,38386,38906
202109,38401,1010
202109,38402,6885
202109,38422,42195
202109,38442,21580
202109,38484,2138
202109,38488,12113
202109,38506,9019
202109,39201,52769
202109,39202,13974
202109,39203,4179
202109,39204,13404
202109,39205,2400
202109,39206,15232
202109,39208,3483
202109,39209,15759
202109,39210,27371
202109,39211,13286
202109,39212,8901
202109,39301,1757
202109,39302,40
202109,39303,8081
202109,39304,3009
202109,39305,7082
202109,39306,1842
202109,39307,12014
202109,39341,4071
202109,39344,9012
202109,39363,10907
202109,39364,899
202109,39386,11032
202109,39387,7299
202109,39401,18046
202109,39402,1051
202109,39403,3779
202109,39405,1469
202109,39410,3121
202109,39411,14599
202109,39412,43279
202109,39424,1573
202109,39428,29502
202109,40101,12423
202109,40103,15636
202109,40105,847
202109,40106,100131
202109,40107,30640
202109,40108,14968
202109,40109,9517
202109,40131,43357
202109,40132,212272
202109,40133,216108
202109,40134,4054
202109,40135,11000
202109,40136,1854
202109,40137,17968
202109,40202,16025
202109,40203,89826
202109,40204,6118
202109,40205,41526
202109,40206,34513
202109,40207,5104
202109,40210,21550
202109,40211,4608
202109,40212,6878
202109,40213,2970
202109,40214,32226
202109,40215,349
202109,40216,10239
202109,40217,19563
202109,40218,4359
202109,40219,2595
202109,40220,59185
202109,40221,19949
202109,40223,4548
202109,40224,31288
202109,40225,106084
202109,40226,20455
202109,40227,12419
202109,40228,36821
202109,40229,42169
202109,40230,59473
202109,40231,10401
202109,40341,4364
202109,40342,9477
202109,40343,538
202109,40344,255
202109,40345,6342
202109,40348,3376
202109,40349,1383
202109,40381,13786
202109,40382,754
202109,40383,1407
202109,40384,3747
202109,40401,5709
202109,40402,9789
202109,40421,13277
202109,40447,11473
202109,40448,1871
202109,40503,241
202109,40522,8094
202109,40544,2916
202109,40601,24068
202109,40602,28071
202109,40604,51
202109,40605,9046
202109,40608,44428
202109,40609,7026
202109,40610,5940
202109,40621,3584
202109,40625,8851
202109,40642,83
202109,40646,10532
202109,40647,4678
202109,41201,143214
202109,41202,85457
202109,41203,23292
202109,41204,15601
202109,41205,12278
202109,41206,55237
202109,41207,29970
202109,41208,4984
202109,41209,7453
202109,41210,23321
202109,41327,14849
202109,41341,2357
202109,41345,411
202109,41346,3228
202109,41387,8578
202109,41401,9820
202109,41423,834
202109,41424,4483
202109,41425,26632
202109,41441,37905
202109,42201,84811
202109,42202,82484
202109,42203,16516
202109,42204,24925
202109,42205,27367
202109,42207,19166
202109,42208,3824
202109,42209,5908
202109,42210,5325
202109,42211,5058
202109,42212,33194
202109,42213,13324
202109,42214,3895
202109,42307,550
202109,42308,539
202109,42321,9615
202109,42322,3119
202109,42323,12117
202109,42383,66
202109,42391,670
202109,42411,3455
202109,43101,48883
202109,43102,26734
202109,43103,5367
202109,43104,4062
202109,43105,13016
202109,43202,30791
202109,43203,17514
202109,43204,29273
202109,43205,10682
202109,43206,23296
202109,43208,103302
202109,43210,65520
202109,43211,20509
202109,43212,48695
202109,43213,40565
202109,43214,125929
202109,43215,47215
202109,43216,6756
202109,43348,13369
202109,43364,128
202109,43367,907
202109,43368,3648
202109,43369,19074
202109,43403,61470
202109,43404,4974
202109,43423,4620
202109,43424,27031
202109,43425,8984
202109,43428,20027
202109,43432,20173
202109,43433,179396
202109,43441,2285
202109,43442,6991
202109,43443,4879
202109,43444,5590
202109,43447,39935
202109,43468,17355
202109,43482,42792
202109,43484,3863
202109,43501,9351
202109,43505,450
202109,43506,442
202109,43507,1847
202109,43510,3292
202109,43511,10889
202109,43512,1060
202109,43513,1829
202109,43514,963
202109,43531,1636
202109,44201,152593
202109,44202,135433
202109,44203,52202
202109,44204,86192
202109,44205,50362
202109,44206,4439
202109,44207,5126
202109,44208,93670
202109,44209,11274
202109,44210,25958
202109,44211,31256
202109,44212,38872
202109,44213,47167
202109,44214,23891
202109,44322,83
202109,44341,15830
202109,44461,24990
202109,44462,34571
202109,45201,106352
202109,45202,65955
202109,45203,53390
202109,45204,15855
202109,45205,22533
202109,45206,23627
202109,45207,8757
202109,45208,14535
202109,45209,36225
202109,45341,654
202109,45361,7437
