年,月,地域区分,データ区分,都道府県コード,都道府県名,地域コード,地域名称,人数
2023,3,市区町村,観光来訪者数,1,北海道,1101,札幌市中央区,382568
2023,3,市区町村,観光来訪者数,1,北海道,1102,札幌市北区,19438
2023,3,市区町村,観光来訪者数,1,北海道,1103,札幌市東区,41789
2023,3,市区町村,観光来訪者数,1,北海道,1104,札幌市白石区,8628
2023,3,市区町村,観光来訪者数,1,北海道,1105,札幌市豊平区,49325
2023,3,市区町村,観光来訪者数,1,北海道,1106,札幌市南区,93683
2023,3,市区町村,観光来訪者数,1,北海道,1107,札幌市西区,40135
2023,3,市区町村,観光来訪者数,1,北海道,1108,札幌市厚別区,12201
2023,3,市区町村,観光来訪者数,1,北海道,1109,札幌市手稲区,17352
2023,3,市区町村,観光来訪者数,1,北海道,1110,札幌市清田区,2564
2023,3,市区町村,観光来訪者数,1,北海道,1202,函館市,88110
2023,3,市区町村,観光来訪者数,1,北海道,1203,小樽市,78923
2023,3,市区町村,観光来訪者数,1,北海道,1204,旭川市,164127
2023,3,市区町村,観光来訪者数,1,北海道,1205,室蘭市,18616
2023,3,市区町村,観光来訪者数,1,北海道,1206,釧路市,51626
2023,3,市区町村,観光来訪者数,1,北海道,1207,帯広市,36361
2023,3,市区町村,観光来訪者数,1,北海道,1208,北見市,13302
2023,3,市区町村,観光来訪者数,1,北海道,1209,夕張市,13579
2023,3,市区町村,観光来訪者数,1,北海道,1210,岩見沢市,10233
2023,3,市区町村,観光来訪者数,1,北海道,1211,網走市,53410
2023,3,市区町村,観光来訪者数,1,北海道,1212,留萌市,22717
2023,3,市区町村,観光来訪者数,1,北海道,1213,苫小牧市,63681
2023,3,市区町村,観光来訪者数,1,北海道,1214,稚内市,17778
2023,3,市区町村,観光来訪者数,1,北海道,1215,美唄市,2861
2023,3,市区町村,観光来訪者数,1,北海道,1216,芦別市,19103
2023,3,市区町村,観光来訪者数,1,北海道,1217,江別市,13622
2023,3,市区町村,観光来訪者数,1,北海道,1218,赤平市,663
2023,3,市区町村,観光来訪者数,1,北海道,1219,紋別市,16601
2023,3,市区町村,観光来訪者数,1,北海道,1220,士別市,780
2023,3,市区町村,観光来訪者数,1,北海道,1221,名寄市,23739
2023,3,市区町村,観光来訪者数,1,北海道,1222,三笠市,43203
2023,3,市区町村,観光来訪者数,1,北海道,1223,根室市,4290
2023,3,市区町村,観光来訪者数,1,北海道,1224,千歳市,46630
2023,3,市区町村,観光来訪者数,1,北海道,1225,滝川市,12854
2023,3,市区町村,観光来訪者数,1,北海道,1226,砂川市,1784
2023,3,市区町村,観光来訪者数,1,北海道,1227,歌志内市,5958
2023,3,市区町村,観光来訪者数,1,北海道,1228,深川市,46408
2023,3,市区町村,観光来訪者数,1,北海道,1229,富良野市,45802
2023,3,市区町村,観光来訪者数,1,北海道,1230,登別市,17140
2023,3,市区町村,観光来訪者数,1,北海道,1231,恵庭市,17497
2023,3,市区町村,観光来訪者数,1,北海道,1233,伊達市,31927
2023,3,市区町村,観光来訪者数,1,北海道,1234,北広島市,235801
2023,3,市区町村,観光来訪者数,1,北海道,1235,石狩市,30971
2023,3,市区町村,観光来訪者数,1,北海道,1236,北斗市,1918
2023,3,市区町村,観光来訪者数,1,北海道,1303,当別町,25511
2023,3,市区町村,観光来訪者数,1,北海道,1304,新篠津村,14567
