年,月,地域区分,データ区分,地域コード,地域名称,人数
2023,6,都道府県,観光来訪者数,1,北海道,4897309
2023,6,都道府県,観光来訪者数,2,青森県,1012915
2023,6,都道府県,観光来訪者数,3,岩手県,876527
2023,6,都道府県,観光来訪者数,4,宮城県,1670237
2023,6,都道府県,観光来訪者数,5,秋田県,828786
2023,6,都道府県,観光来訪者数,6,山形県,982661
2023,6,都道府県,観光来訪者数,7,福島県,1481043
2023,6,都道府県,観光来訪者数,8,茨城県,1689877
2023,6,都道府県,観光来訪者数,9,栃木県,2190130
2023,6,都道府県,観光来訪者数,10,群馬県,1411845
2023,6,都道府県,観光来訪者数,11,埼玉県,2241317
2023,6,都道府県,観光来訪者数,12,千葉県,3835803
2023,6,都道府県,観光来訪者数,13,東京都,10946304
2023,6,都道府県,観光来訪者数,14,神奈川県,3853753
2023,6,都道府県,観光来訪者数,15,新潟県,1580218
2023,6,都道府県,観光来訪者数,16,富山県,528019
2023,6,都道府県,観光来訪者数,17,石川県,786367
2023,6,都道府県,観光来訪者数,18,福井県,543172
2023,6,都道府県,観光来訪者数,19,山梨県,1202259
2023,6,都道府県,観光来訪者数,20,長野県,2152704
2023,6,都道府県,観光来訪者数,21,岐阜県,1545970
2023,6,都道府県,観光来訪者数,22,静岡県,3424107
2023,6,都道府県,観光来訪者数,23,愛知県,3362480
2023,6,都道府県,観光来訪者数,24,三重県,1348577
2023,6,都道府県,観光来訪者数,25,滋賀県,1070708
2023,6,都道府県,観光来訪者数,26,京都府,2258187
2023,6,都道府県,観光来訪者数,27,大阪府,3915471
2023,6,都道府県,観光来訪者数,28,兵庫県,4021074
2023,6,都道府県,観光来訪者数,29,奈良県,1023673
2023,6,都道府県,観光来訪者数,30,和歌山県,633361
2023,6,都道府県,観光来訪者数,31,鳥取県,467763
2023,6,都道府県,観光来訪者数,32,島根県,681646
2023,6,都道府県,観光来訪者数,33,岡山県,1268002
2023,6,都道府県,観光来訪者数,34,広島県,1927458
2023,6,都道府県,観光来訪者数,35,山口県,872026
2023,6,都道府県,観光来訪者数,36,徳島県,546239
2023,6,都道府県,観光来訪者数,37,香川県,532085
2023,6,都道府県,観光来訪者数,38,愛媛県,737061
2023,6,都道府県,観光来訪者数,39,高知県,475682
2023,6,都道府県,観光来訪者数,40,福岡県,2605286
2023,6,都道府県,観光来訪者数,41,佐賀県,651881
2023,6,都道府県,観光来訪者数,42,長崎県,645429
2023,6,都道府県,観光来訪者数,43,熊本県,1178803
2023,6,都道府県,観光来訪者数,44,大分県,945212
2023,6,都道府県,観光来訪者数,45,宮崎県,676255
2023,6,都道府県,観光来訪者数,46,鹿児島県,709413
2023,6,都道府県,観光来訪者数,47,沖縄県,990132
