年,月,地域区分,データ区分,都道府県コード,都道府県名,地域コード,地域名称,人数
2021,1,市区町村,観光来訪者数,1,北海道,1101,札幌市中央区,144271
2021,1,市区町村,観光来訪者数,1,北海道,1102,札幌市北区,6260
2021,1,市区町村,観光来訪者数,1,北海道,1103,札幌市東区,11596
2021,1,市区町村,観光来訪者数,1,北海道,1104,札幌市白石区,4306
2021,1,市区町村,観光来訪者数,1,北海道,1105,札幌市豊平区,12831
2021,1,市区町村,観光来訪者数,1,北海道,1106,札幌市南区,78734
2021,1,市区町村,観光来訪者数,1,北海道,1107,札幌市西区,8881
2021,1,市区町村,観光来訪者数,1,北海道,1108,札幌市厚別区,5479
2021,1,市区町村,観光来訪者数,1,北海道,1109,札幌市手稲区,16693
2021,1,市区町村,観光来訪者数,1,北海道,1110,札幌市清田区,1328
2021,1,市区町村,観光来訪者数,1,北海道,1202,函館市,16995
2021,1,市区町村,観光来訪者数,1,北海道,1203,小樽市,51104
2021,1,市区町村,観光来訪者数,1,北海道,1204,旭川市,82577
2021,1,市区町村,観光来訪者数,1,北海道,1205,室蘭市,6478
2021,1,市区町村,観光来訪者数,1,北海道,1206,釧路市,37393
2021,1,市区町村,観光来訪者数,1,北海道,1207,帯広市,23309
2021,1,市区町村,観光来訪者数,1,北海道,1208,北見市,16919
2021,1,市区町村,観光来訪者数,1,北海道,1209,夕張市,2398
2021,1,市区町村,観光来訪者数,1,北海道,1210,岩見沢市,38981
2021,1,市区町村,観光来訪者数,1,北海道,1211,網走市,22530
2021,1,市区町村,観光来訪者数,1,北海道,1212,留萌市,4097
2021,1,市区町村,観光来訪者数,1,北海道,1213,苫小牧市,30866
2021,1,市区町村,観光来訪者数,1,北海道,1214,稚内市,6439
2021,1,市区町村,観光来訪者数,1,北海道,1215,美唄市,5151
2021,1,市区町村,観光来訪者数,1,北海道,1216,芦別市,8187
2021,1,市区町村,観光来訪者数,1,北海道,1217,江別市,6618
2021,1,市区町村,観光来訪者数,1,北海道,1218,赤平市,435
2021,1,市区町村,観光来訪者数,1,北海道,1219,紋別市,8077
2021,1,市区町村,観光来訪者数,1,北海道,1220,士別市,373
2021,1,市区町村,観光来訪者数,1,北海道,1221,名寄市,19858
2021,1,市区町村,観光来訪者数,1,北海道,1222,三笠市,30329
2021,1,市区町村,観光来訪者数,1,北海道,1223,根室市,2221
2021,1,市区町村,観光来訪者数,1,北海道,1224,千歳市,27619
2021,1,市区町村,観光来訪者数,1,北海道,1225,滝川市,5861
2021,1,市区町村,観光来訪者数,1,北海道,1226,砂川市,2112
2021,1,市区町村,観光来訪者数,1,北海道,1227,歌志内市,6908
2021,1,市区町村,観光来訪者数,1,北海道,1228,深川市,19908
2021,1,市区町村,観光来訪者数,1,北海道,1229,富良野市,33097
2021,1,市区町村,観光来訪者数,1,北海道,1230,登別市,6448
2021,1,市区町村,観光来訪者数,1,北海道,1231,恵庭市,7940
2021,1,市区町村,観光来訪者数,1,北海道,1233,伊達市,14648
2021,1,市区町村,観光来訪者数,1,北海道,1234,北広島市,20854
2021,1,市区町村,観光来訪者数,1,北海道,1235,石狩市,11535
2021,1,市区町村,観光来訪者数,1,北海道,1236,北斗市,2548
2021,1,市区町村,観光来訪者数,1,北海道,1303,当別町,13406
2021,1,市区町村,観光来訪者数,1,北海道,1304,新篠津村,16803
2021,1,市区町村,観光来訪者数,1,北海道,1331,松前町,1213
2021,1,市区町村,観光来訪者数,1,北海道,1332,福島町,157
2021,1,市区町村,観光来訪者数,1,北海道,1333,知内町,1055
2021,1,市区町村,観光来訪者数,1,北海道,1334,木古内町,4766
2021,1,市区町村,観光来訪者数,1,北海道,1337,七飯町,13365
2021,1,市区町村,観光来訪者数,1,北海道,1343,鹿部町,2921
2021,1,市区町村,観光来訪者数,1,北海道,1345,森町,13405
2021,1,市区町村,観光来訪者数,1,北海道,1346,八雲町,782
2021,1,市区町村,観光来訪者数,1,北海道,1361,江差町,1188
2021,1,市区町村,観光来訪者数,1,北海道,1362,上ノ国町,1253
2021,1,市区町村,観光来訪者数,1,北海道,1363,厚沢部町,1683
2021,1,市区町村,観光来訪者数,1,北海道,1364,乙部町,1004
2021,1,市区町村,観光来訪者数,1,北海道,1367,奥尻町,57
2021,1,市区町村,観光来訪者数,1,北海道,1371,せたな町,1959
2021,1,市区町村,観光来訪者数,1,北海道,1391,島牧村,1090
2021,1,市区町村,観光来訪者数,1,北海道,1392,寿都町,1119
2021,1,市区町村,観光来訪者数,1,北海道,1393,黒松内町,6115
2021,1,市区町村,観光来訪者数,1,北海道,1394,蘭越町,2768
2021,1,市区町村,観光来訪者数,1,北海道,1395,ニセコ町,19007
2021,1,市区町村,観光来訪者数,1,北海道,1396,真狩村,3447
2021,1,市区町村,観光来訪者数,1,北海道,1397,留寿都村,53459
2021,1,市区町村,観光来訪者数,1,北海道,1398,喜茂別町,16566
2021,1,市区町村,観光来訪者数,1,北海道,1399,京極町,4382
2021,1,市区町村,観光来訪者数,1,北海道,1400,倶知安町,39855
2021,1,市区町村,観光来訪者数,1,北海道,1402,岩内町,1571
2021,1,市区町村,観光来訪者数,1,北海道,1403,泊村,32
2021,1,市区町村,観光来訪者数,1,北海道,1404,神恵内村,623
2021,1,市区町村,観光来訪者数,1,北海道,1405,積丹町,31
2021,1,市区町村,観光来訪者数,1,北海道,1407,仁木町,12361
2021,1,市区町村,観光来訪者数,1,北海道,1408,余市町,5621
2021,1,市区町村,観光来訪者数,1,北海道,1409,赤井川村,45080
2021,1,市区町村,観光来訪者数,1,北海道,1423,南幌町,1523
2021,1,市区町村,観光来訪者数,1,北海道,1424,奈井江町,7422
2021,1,市区町村,観光来訪者数,1,北海道,1427,由仁町,340
2021,1,市区町村,観光来訪者数,1,北海道,1428,長沼町,18842
2021,1,市区町村,観光来訪者数,1,北海道,1429,栗山町,1614
2021,1,市区町村,観光来訪者数,1,北海道,1430,月形町,677
2021,1,市区町村,観光来訪者数,1,北海道,1431,浦臼町,466
2021,1,市区町村,観光来訪者数,1,北海道,1432,新十津川町,1484
2021,1,市区町村,観光来訪者数,1,北海道,1433,妹背牛町,4418
2021,1,市区町村,観光来訪者数,1,北海道,1434,秩父別町,6335
2021,1,市区町村,観光来訪者数,1,北海道,1436,雨竜町,7183
2021,1,市区町村,観光来訪者数,1,北海道,1437,北竜町,8336
2021,1,市区町村,観光来訪者数,1,北海道,1438,沼田町,6238
2021,1,市区町村,観光来訪者数,1,北海道,1452,鷹栖町,158
2021,1,市区町村,観光来訪者数,1,北海道,1453,東神楽町,6401
2021,1,市区町村,観光来訪者数,1,北海道,1454,当麻町,2227
2021,1,市区町村,観光来訪者数,1,北海道,1455,比布町,18202
2021,1,市区町村,観光来訪者数,1,北海道,1457,上川町,1175
2021,1,市区町村,観光来訪者数,1,北海道,1458,東川町,3315
2021,1,市区町村,観光来訪者数,1,北海道,1459,美瑛町,5314
