年,月,地域区分,データ区分,都道府県コード,都道府県名,地域コード,地域名称,人数
2024,6,市区町村,観光来訪者数,1,北海道,1101,札幌市中央区,548618
2024,6,市区町村,観光来訪者数,1,北海道,1102,札幌市北区,35589
2024,6,市区町村,観光来訪者数,1,北海道,1103,札幌市東区,75570
2024,6,市区町村,観光来訪者数,1,北海道,1104,札幌市白石区,29253
2024,6,市区町村,観光来訪者数,1,北海道,1105,札幌市豊平区,101463
2024,6,市区町村,観光来訪者数,1,北海道,1106,札幌市南区,94887
2024,6,市区町村,観光来訪者数,1,北海道,1107,札幌市西区,60321
2024,6,市区町村,観光来訪者数,1,北海道,1108,札幌市厚別区,19439
2024,6,市区町村,観光来訪者数,1,北海道,1109,札幌市手稲区,14373
2024,6,市区町村,観光来訪者数,1,北海道,1110,札幌市清田区,1888
2024,6,市区町村,観光来訪者数,1,北海道,1202,函館市,186330
2024,6,市区町村,観光来訪者数,1,北海道,1203,小樽市,124503
2024,6,市区町村,観光来訪者数,1,北海道,1204,旭川市,250589
2024,6,市区町村,観光来訪者数,1,北海道,1205,室蘭市,27500
2024,6,市区町村,観光来訪者数,1,北海道,1206,釧路市,100224
2024,6,市区町村,観光来訪者数,1,北海道,1207,帯広市,84005
2024,6,市区町村,観光来訪者数,1,北海道,1208,北見市,35662
2024,6,市区町村,観光来訪者数,1,北海道,1209,夕張市,31661
2024,6,市区町村,観光来訪者数,1,北海道,1210,岩見沢市,55029
2024,6,市区町村,観光来訪者数,1,北海道,1211,網走市,76281
2024,6,市区町村,観光来訪者数,1,北海道,1212,留萌市,33882
2024,6,市区町村,観光来訪者数,1,北海道,1213,苫小牧市,104112
2024,6,市区町村,観光来訪者数,1,北海道,1214,稚内市,53066
2024,6,市区町村,観光来訪者数,1,北海道,1215,美唄市,6678
2024,6,市区町村,観光来訪者数,1,北海道,1216,芦別市,40362
2024,6,市区町村,観光来訪者数,1,北海道,1217,江別市,20423
2024,6,市区町村,観光来訪者数,1,北海道,1218,赤平市,1535
2024,6,市区町村,観光来訪者数,1,北海道,1219,紋別市,26425
2024,6,市区町村,観光来訪者数,1,北海道,1220,士別市,1966
2024,6,市区町村,観光来訪者数,1,北海道,1221,名寄市,38236
