年,月,地域区分,データ区分,都道府県コード,都道府県名,地域コード,地域名称,人数
2024,9,市区町村,観光来訪者数,1,北海道,1101,札幌市中央区,683697
2024,9,市区町村,観光来訪者数,1,北海道,1102,札幌市北区,34368
2024,9,市区町村,観光来訪者数,1,北海道,1103,札幌市東区,90673
2024,9,市区町村,観光来訪者数,1,北海道,1104,札幌市白石区,21129
2024,9,市区町村,観光来訪者数,1,北海道,1105,札幌市豊平区,67293
2024,9,市区町村,観光来訪者数,1,北海道,1106,札幌市南区,122044
2024,9,市区町村,観光来訪者数,1,北海道,1107,札幌市西区,61376
2024,9,市区町村,観光来訪者数,1,北海道,1108,札幌市厚別区,24306
2024,9,市区町村,観光来訪者数,1,北海道,1109,札幌市手稲区,11671
2024,9,市区町村,観光来訪者数,1,北海道,1110,札幌市清田区,2096
2024,9,市区町村,観光来訪者数,1,北海道,1202,函館市,203318
2024,9,市区町村,観光来訪者数,1,北海道,1203,小樽市,135394
2024,9,市区町村,観光来訪者数,1,北海道,1204,旭川市,294667
2024,9,市区町村,観光来訪者数,1,北海道,1205,室蘭市,40995
2024,9,市区町村,観光来訪者数,1,北海道,1206,釧路市,109451
2024,9,市区町村,観光来訪者数,1,北海道,1207,帯広市,97455
2024,9,市区町村,観光来訪者数,1,北海道,1208,北見市,35633
2024,9,市区町村,観光来訪者数,1,北海道,1209,夕張市,24478
2024,9,市区町村,観光来訪者数,1,北海道,1210,岩見沢市,57995
2024,9,市区町村,観光来訪者数,1,北海道,1211,網走市,113908
2024,9,市区町村,観光来訪者数,1,北海道,1212,留萌市,35499
2024,9,市区町村,観光来訪者数,1,北海道,1213,苫小牧市,135738
2024,9,市区町村,観光来訪者数,1,北海道,1214,稚内市,58905
2024,9,市区町村,観光来訪者数,1,北海道,1215,美唄市,11036
2024,9,市区町村,観光来訪者数,1,北海道,1216,芦別市,52103
2024,9,市区町村,観光来訪者数,1,北海道,1217,江別市,25583
2024,9,市区町村,観光来訪者数,1,北海道,1218,赤平市,1572
2024,9,市区町村,観光来訪者数,1,北海道,1219,紋別市,36284
2024,9,市区町村,観光来訪者数,1,北海道,1220,士別市,4959
2024,9,市区町村,観光来訪者数,1,北海道,1221,名寄市,36408
2024,9,市区町村,観光来訪者数,1,北海道,1222,三笠市,70566
2024,9,市区町村,観光来訪者数,1,北海道,1223,根室市,23411
2024,9,市区町村,観光来訪者数,1,北海道,1224,千歳市,134080
2024,9,市区町村,観光来訪者数,1,北海道,1225,滝川市,18391
2024,9,市区町村,観光来訪者数,1,北海道,1226,砂川市,4415
2024,9,市区町村,観光来訪者数,1,北海道,1227,歌志内市,9244
2024,9,市区町村,観光来訪者数,1,北海道,1228,深川市,63801
2024,9,市区町村,観光来訪者数,1,北海道,1229,富良野市,45968
2024,9,市区町村,観光来訪者数,1,北海道,1230,登別市,29222
2024,9,市区町村,観光来訪者数,1,北海道,1231,恵庭市,40838
2024,9,市区町村,観光来訪者数,1,北海道,1233,伊達市,57149
2024,9,市区町村,観光来訪者数,1,北海道,1234,北広島市,572692
2024,9,市区町村,観光来訪者数,1,北海道,1235,石狩市,85381
2024,9,市区町村,観光来訪者数,1,北海道,1236,北斗市,13640
2024,9,市区町村,観光来訪者数,1,北海道,1303,当別町,53689
2024,9,市区町村,観光来訪者数,1,北海道,1304,新篠津村,41705
2024,9,市区町村,観光来訪者数,1,北海道,1331,松前町,14736
2024,9,市区町村,観光来訪者数,1,北海道,1332,福島町,5226
2024,9,市区町村,観光来訪者数,1,北海道,1333,知内町,4251
2024,9,市区町村,観光来訪者数,1,北海道,1334,木古内町,20021
2024,9,市区町村,観光来訪者数,1,北海道,1337,七飯町,55003
2024,9,市区町村,観光来訪者数,1,北海道,1343,鹿部町,6386
2024,9,市区町村,観光来訪者数,1,北海道,1345,森町,24084
2024,9,市区町村,観光来訪者数,1,北海道,1346,八雲町,5098
2024,9,市区町村,観光来訪者数,1,北海道,1361,江差町,7112
2024,9,市区町村,観光来訪者数,1,北海道,1362,上ノ国町,14542
2024,9,市区町村,観光来訪者数,1,北海道,1363,厚沢部町,10665
2024,9,市区町村,観光来訪者数,1,北海道,1364,乙部町,5585
2024,9,市区町村,観光来訪者数,1,北海道,1367,奥尻町,765
2024,9,市区町村,観光来訪者数,1,北海道,1371,せたな町,4692
2024,9,市区町村,観光来訪者数,1,北海道,1391,島牧村,3064
2024,9,市区町村,観光来訪者数,1,北海道,1392,寿都町,7900
2024,9,市区町村,観光来訪者数,1,北海道,1393,黒松内町,26198
2024,9,市区町村,観光来訪者数,1,北海道,1394,蘭越町,14448
2024,9,市区町村,観光来訪者数,1,北海道,1395,ニセコ町,92252
2024,9,市区町村,観光来訪者数,1,北海道,1396,真狩村,27406
2024,9,市区町村,観光来訪者数,1,北海道,1397,留寿都村,101776
2024,9,市区町村,観光来訪者数,1,北海道,1398,喜茂別町,98877
2024,9,市区町村,観光来訪者数,1,北海道,1399,京極町,59408
2024,9,市区町村,観光来訪者数,1,北海道,1400,倶知安町,23150
2024,9,市区町村,観光来訪者数,1,北海道,1402,岩内町,4886
2024,9,市区町村,観光来訪者数,1,北海道,1403,泊村,1944
2024,9,市区町村,観光来訪者数,1,北海道,1404,神恵内村,11169
2024,9,市区町村,観光来訪者数,1,北海道,1405,積丹町,2189
2024,9,市区町村,観光来訪者数,1,北海道,1407,仁木町,63343
2024,9,市区町村,観光来訪者数,1,北海道,1408,余市町,78209
2024,9,市区町村,観光来訪者数,1,北海道,1409,赤井川村,35442
2024,9,市区町村,観光来訪者数,1,北海道,1423,南幌町,14601
2024,9,市区町村,観光来訪者数,1,北海道,1424,奈井江町,13458
2024,9,市区町村,観光来訪者数,1,北海道,1427,由仁町,12886
2024,9,市区町村,観光来訪者数,1,北海道,1428,長沼町,107567
2024,9,市区町村,観光来訪者数,1,北海道,1429,栗山町,11210
2024,9,市区町村,観光来訪者数,1,北海道,1430,月形町,8543
2024,9,市区町村,観光来訪者数,1,北海道,1431,浦臼町,6036
2024,9,市区町村,観光来訪者数,1,北海道,1432,新十津川町,11635
2024,9,市区町村,観光来訪者数,1,北海道,1433,妹背牛町,10009
2024,9,市区町村,観光来訪者数,1,北海道,1434,秩父別町,16945
2024,9,市区町村,観光来訪者数,1,北海道,1436,雨竜町,38393
2024,9,市区町村,観光来訪者数,1,北海道,1437,北竜町,28511
2024,9,市区町村,観光来訪者数,1,北海道,1438,沼田町,7255
2024,9,市区町村,観光来訪者数,1,北海道,1452,鷹栖町,2301
2024,9,市区町村,観光来訪者数,1,北海道,1453,東神楽町,16480
