年,月,地域区分,データ区分,地域コード,地域名称,人数
2025,6,都道府県,観光来訪者数,1,北海道,5399371
2025,6,都道府県,観光来訪者数,2,青森県,1207489
2025,6,都道府県,観光来訪者数,3,岩手県,1522065
2025,6,都道府県,観光来訪者数,4,宮城県,1908858
2025,6,都道府県,観光来訪者数,5,秋田県,913350
2025,6,都道府県,観光来訪者数,6,山形県,1613292
2025,6,都道府県,観光来訪者数,7,福島県,1994121
2025,6,都道府県,観光来訪者数,8,茨城県,2306736
2025,6,都道府県,観光来訪者数,9,栃木県,2743408
2025,6,都道府県,観光来訪者数,10,群馬県,2235519
2025,6,都道府県,観光来訪者数,11,埼玉県,3588573
2025,6,都道府県,観光来訪者数,12,千葉県,4219643
2025,6,都道府県,観光来訪者数,13,東京都,20688127
2025,6,都道府県,観光来訪者数,14,神奈川県,5979680
2025,6,都道府県,観光来訪者数,15,新潟県,1779906
2025,6,都道府県,観光来訪者数,16,富山県,1034716
2025,6,都道府県,観光来訪者数,17,石川県,1032122
2025,6,都道府県,観光来訪者数,18,福井県,611593
2025,6,都道府県,観光来訪者数,19,山梨県,1378424
2025,6,都道府県,観光来訪者数,20,長野県,2887116
2025,6,都道府県,観光来訪者数,21,岐阜県,2085650
2025,6,都道府県,観光来訪者数,22,静岡県,6793888
2025,6,都道府県,観光来訪者数,23,愛知県,8406291
2025,6,都道府県,観光来訪者数,24,三重県,3700642
2025,6,都道府県,観光来訪者数,25,滋賀県,1538006
2025,6,都道府県,観光来訪者数,26,京都府,2386857
2025,6,都道府県,観光来訪者数,27,大阪府,5595446
2025,6,都道府県,観光来訪者数,28,兵庫県,4320303
2025,6,都道府県,観光来訪者数,29,奈良県,1293480
2025,6,都道府県,観光来訪者数,30,和歌山県,1883730
2025,6,都道府県,観光来訪者数,31,鳥取県,934597
2025,6,都道府県,観光来訪者数,32,島根県,694020
2025,6,都道府県,観光来訪者数,33,岡山県,1570330
2025,6,都道府県,観光来訪者数,34,広島県,2641552
2025,6,都道府県,観光来訪者数,35,山口県,1044814
2025,6,都道府県,観光来訪者数,36,徳島県,582296
2025,6,都道府県,観光来訪者数,37,香川県,753064
2025,6,都道府県,観光来訪者数,38,愛媛県,985630
2025,6,都道府県,観光来訪者数,39,高知県,588756
2025,6,都道府県,観光来訪者数,40,福岡県,4867188
2025,6,都道府県,観光来訪者数,41,佐賀県,2185802
2025,6,都道府県,観光来訪者数,42,長崎県,1191058
2025,6,都道府県,観光来訪者数,43,熊本県,1159280
2025,6,都道府県,観光来訪者数,44,大分県,947502
2025,6,都道府県,観光来訪者数,45,宮崎県,741052
2025,6,都道府県,観光来訪者数,46,鹿児島県,1321121
2025,6,都道府県,観光来訪者数,47,沖縄県,2532811
