年,月,地域区分,データ区分,地域コード,地域名称,人数
2023,9,都道府県,観光来訪者数,1,北海道,5281254
2023,9,都道府県,観光来訪者数,2,青森県,995972
2023,9,都道府県,観光来訪者数,3,岩手県,880709
2023,9,都道府県,観光来訪者数,4,宮城県,1746927
2023,9,都道府県,観光来訪者数,5,秋田県,818831
2023,9,都道府県,観光来訪者数,6,山形県,910606
2023,9,都道府県,観光来訪者数,7,福島県,1675841
2023,9,都道府県,観光来訪者数,8,茨城県,1750268
2023,9,都道府県,観光来訪者数,9,栃木県,2537332
2023,9,都道府県,観光来訪者数,10,群馬県,1681888
2023,9,都道府県,観光来訪者数,11,埼玉県,2526143
2023,9,都道府県,観光来訪者数,12,千葉県,4027261
2023,9,都道府県,観光来訪者数,13,東京都,10988220
2023,9,都道府県,観光来訪者数,14,神奈川県,4012818
2023,9,都道府県,観光来訪者数,15,新潟県,1739856
2023,9,都道府県,観光来訪者数,16,富山県,612925
2023,9,都道府県,観光来訪者数,17,石川県,983691
2023,9,都道府県,観光来訪者数,18,福井県,716423
2023,9,都道府県,観光来訪者数,19,山梨県,1622082
2023,9,都道府県,観光来訪者数,20,長野県,2848412
2023,9,都道府県,観光来訪者数,21,岐阜県,1868812
2023,9,都道府県,観光来訪者数,22,静岡県,3891452
2023,9,都道府県,観光来訪者数,23,愛知県,3678054
2023,9,都道府県,観光来訪者数,24,三重県,1656574
2023,9,都道府県,観光来訪者数,25,滋賀県,1240918
2023,9,都道府県,観光来訪者数,26,京都府,2330325
2023,9,都道府県,観光来訪者数,27,大阪府,4471039
2023,9,都道府県,観光来訪者数,28,兵庫県,4418106
2023,9,都道府県,観光来訪者数,29,奈良県,985756
2023,9,都道府県,観光来訪者数,30,和歌山県,690647
2023,9,都道府県,観光来訪者数,31,鳥取県,479957
2023,9,都道府県,観光来訪者数,32,島根県,705679
2023,9,都道府県,観光来訪者数,33,岡山県,1399979
2023,9,都道府県,観光来訪者数,34,広島県,2002837
2023,9,都道府県,観光来訪者数,35,山口県,940403
2023,9,都道府県,観光来訪者数,36,徳島県,573007
2023,9,都道府県,観光来訪者数,37,香川県,561270
2023,9,都道府県,観光来訪者数,38,愛媛県,812405
2023,9,都道府県,観光来訪者数,39,高知県,565851
2023,9,都道府県,観光来訪者数,40,福岡県,2763058
2023,9,都道府県,観光来訪者数,41,佐賀県,625076
2023,9,都道府県,観光来訪者数,42,長崎県,703042
2023,9,都道府県,観光来訪者数,43,熊本県,1441173
2023,9,都道府県,観光来訪者数,44,大分県,1063222
2023,9,都道府県,観光来訪者数,45,宮崎県,772070
2023,9,都道府県,観光来訪者数,46,鹿児島県,879142
2023,9,都道府県,観光来訪者数,47,沖縄県,880545
